IDS_PROPMOVER_TXT_000000	Défaut
IDS_PROPMOVER_TXT_001744	IDS_PROPMOVER_TXT_001744
IDS_PROPMOVER_TXT_001745	
IDS_PROPMOVER_TXT_001746	IDS_PROPMOVER_TXT_001746
IDS_PROPMOVER_TXT_001747	
IDS_PROPMOVER_TXT_001748	IDS_PROPMOVER_TXT_001748
IDS_PROPMOVER_TXT_001749	
IDS_PROPMOVER_TXT_001750	IDS_PROPMOVER_TXT_001750
IDS_PROPMOVER_TXT_001751	
IDS_PROPMOVER_TXT_001752	IDS_PROPMOVER_TXT_001752
IDS_PROPMOVER_TXT_001753	
IDS_PROPMOVER_TXT_001754	IDS_PROPMOVER_TXT_001754
IDS_PROPMOVER_TXT_001755	
IDS_PROPMOVER_TXT_001756	IDS_PROPMOVER_TXT_001756
IDS_PROPMOVER_TXT_001757	
IDS_PROPMOVER_TXT_001758	IDS_PROPMOVER_TXT_001758
IDS_PROPMOVER_TXT_001759	
IDS_PROPMOVER_TXT_001760	IDS_PROPMOVER_TXT_001760
IDS_PROPMOVER_TXT_001761	
IDS_PROPMOVER_TXT_001762	Dr. Ozwell
IDS_PROPMOVER_TXT_001763	
IDS_PROPMOVER_TXT_001764	IDS_PROPMOVER_TXT_001764
IDS_PROPMOVER_TXT_001765	
IDS_PROPMOVER_TXT_001766	IDS_PROPMOVER_TXT_001766
IDS_PROPMOVER_TXT_001767	
IDS_PROPMOVER_TXT_001768	IDS_PROPMOVER_TXT_001768
IDS_PROPMOVER_TXT_001769	
IDS_PROPMOVER_TXT_001770	IDS_PROPMOVER_TXT_001770
IDS_PROPMOVER_TXT_001771	
IDS_PROPMOVER_TXT_001772	IDS_PROPMOVER_TXT_001772
IDS_PROPMOVER_TXT_001773	
IDS_PROPMOVER_TXT_001774	IDS_PROPMOVER_TXT_001774
IDS_PROPMOVER_TXT_001775	
IDS_PROPMOVER_TXT_001776	IDS_PROPMOVER_TXT_001776
IDS_PROPMOVER_TXT_001777	
IDS_PROPMOVER_TXT_001778	IDS_PROPMOVER_TXT_001778
IDS_PROPMOVER_TXT_001779	
IDS_PROPMOVER_TXT_001780	IDS_PROPMOVER_TXT_001780
IDS_PROPMOVER_TXT_001781	
IDS_PROPMOVER_TXT_001782	IDS_PROPMOVER_TXT_001782
IDS_PROPMOVER_TXT_001783	
IDS_PROPMOVER_TXT_001784	IDS_PROPMOVER_TXT_001784
IDS_PROPMOVER_TXT_001785	
IDS_PROPMOVER_TXT_001786	IDS_PROPMOVER_TXT_001786
IDS_PROPMOVER_TXT_001787	
IDS_PROPMOVER_TXT_001788	IDS_PROPMOVER_TXT_001788
IDS_PROPMOVER_TXT_001789	
IDS_PROPMOVER_TXT_001790	IDS_PROPMOVER_TXT_001790
IDS_PROPMOVER_TXT_001791	
IDS_PROPMOVER_TXT_001792	IDS_PROPMOVER_TXT_001792
IDS_PROPMOVER_TXT_001793	
IDS_PROPMOVER_TXT_001794	IDS_PROPMOVER_TXT_001794
IDS_PROPMOVER_TXT_001795	
IDS_PROPMOVER_TXT_001796	IDS_PROPMOVER_TXT_001796
IDS_PROPMOVER_TXT_001797	
IDS_PROPMOVER_TXT_001798	Pang
IDS_PROPMOVER_TXT_001799	
IDS_PROPMOVER_TXT_001800	Zombie faisandé
IDS_PROPMOVER_TXT_001801	
IDS_PROPMOVER_TXT_001802	Zombie faisandée
IDS_PROPMOVER_TXT_001803	
IDS_PROPMOVER_TXT_001804	Zombie
IDS_PROPMOVER_TXT_001805	
IDS_PROPMOVER_TXT_001806	IDS_PROPMOVER_TXT_001806 
IDS_PROPMOVER_TXT_001807	
IDS_PROPMOVER_TXT_001808	Chris
IDS_PROPMOVER_TXT_001809	
IDS_PROPMOVER_TXT_001810	[Défi des Héros] Pang
IDS_PROPMOVER_TXT_001811	
IDS_PROPMOVER_TXT_001812	[Eleveuse de cochons] Chance
IDS_PROPMOVER_TXT_001813	
IDS_PROPMOVER_TXT_001814	Zombie pourrissant
IDS_PROPMOVER_TXT_001815	
IDS_PROPMOVER_TXT_001816	Zombie pourrissante
IDS_PROPMOVER_TXT_001817	
IDS_PROPMOVER_TXT_001818	IDS_PROPMOVER_TXT_001818
IDS_PROPMOVER_TXT_001819	
IDS_PROPMOVER_TXT_001820	IDS_PROPMOVER_TXT_001820
IDS_PROPMOVER_TXT_001821	
IDS_PROPMOVER_TXT_001822	IDS_PROPMOVER_TXT_001822
IDS_PROPMOVER_TXT_001823	
IDS_PROPMOVER_TXT_001824	Chocobus
IDS_PROPMOVER_TXT_001825	
IDS_PROPMOVER_TXT_001826	Petit Pang rouge
IDS_PROPMOVER_TXT_001827	
IDS_PROPMOVER_TXT_001828	[Chef d'Expédition] Georges
IDS_PROPMOVER_TXT_001829	
IDS_PROPMOVER_TXT_001830	Binanoco
IDS_PROPMOVER_TXT_001831	
IDS_PROPMOVER_TXT_001832	Raundas
IDS_PROPMOVER_TXT_001833	
IDS_PROPMOVER_TXT_001834	Junglosaure
IDS_PROPMOVER_TXT_001835	
IDS_PROPMOVER_TXT_001836	Lavosaure
IDS_PROPMOVER_TXT_001837	
IDS_PROPMOVER_TXT_001838	Lavosaure domestique
IDS_PROPMOVER_TXT_001839	
IDS_PROPMOVER_TXT_001840	Jiin impassible
IDS_PROPMOVER_TXT_001841	
IDS_PROPMOVER_TXT_001842	Sœur des tempêtes
IDS_PROPMOVER_TXT_001843	
IDS_PROPMOVER_TXT_001844	Révérende mère des tempêtes
IDS_PROPMOVER_TXT_001845	
IDS_PROPMOVER_TXT_001846	Sablosaure domestique
IDS_PROPMOVER_TXT_001847	
IDS_PROPMOVER_TXT_001848	Marid Akin
IDS_PROPMOVER_TXT_001849	
IDS_PROPMOVER_TXT_001850	Dragoméro
IDS_PROPMOVER_TXT_001851	
IDS_PROPMOVER_TXT_001852	Marid Balt
IDS_PROPMOVER_TXT_001853	
IDS_PROPMOVER_TXT_001854	Dragoméro volant
IDS_PROPMOVER_TXT_001855	
IDS_PROPMOVER_TXT_001856	Jiin des caves
IDS_PROPMOVER_TXT_001857	
IDS_PROPMOVER_TXT_001858	Lawolf des rochers
IDS_PROPMOVER_TXT_001859	
IDS_PROPMOVER_TXT_001860	Ifrit des caves
IDS_PROPMOVER_TXT_001861	
IDS_PROPMOVER_TXT_001862	Anagrero, Hanades et Nehnoruh
IDS_PROPMOVER_TXT_001863	
IDS_PROPMOVER_TXT_001864	Jiin Ardent
IDS_PROPMOVER_TXT_001865	
IDS_PROPMOVER_TXT_001866	Sablosaure
IDS_PROPMOVER_TXT_001867	
IDS_PROPMOVER_TXT_001868	Ideluna
IDS_PROPMOVER_TXT_001869	
IDS_PROPMOVER_TXT_001870	Jizaka
IDS_PROPMOVER_TXT_001871	
IDS_PROPMOVER_TXT_001872	Géant Bang Berserker
IDS_PROPMOVER_TXT_001873	
IDS_PROPMOVER_TXT_001874	Géant Wagsaac Berserker
IDS_PROPMOVER_TXT_001875	
IDS_PROPMOVER_TXT_001876	Géant Red Mantis Berserker
IDS_PROPMOVER_TXT_001877	
IDS_PROPMOVER_TXT_001878	Géant Jackammer Berserker
IDS_PROPMOVER_TXT_001879	
IDS_PROPMOVER_TXT_001880	Géant Bucrow Berserker
IDS_PROPMOVER_TXT_001881	
IDS_PROPMOVER_TXT_001882	Géant Hobo Berserker
IDS_PROPMOVER_TXT_001883	
IDS_PROPMOVER_TXT_001884	Géant Rockepeller Berserker
IDS_PROPMOVER_TXT_001885	
IDS_PROPMOVER_TXT_001886	Géant Steam Walker Berserker
IDS_PROPMOVER_TXT_001887	
IDS_PROPMOVER_TXT_001888	Géant Krrr Berserker
IDS_PROPMOVER_TXT_001889	
IDS_PROPMOVER_TXT_001890	Géant Greemong Berserker
IDS_PROPMOVER_TXT_001891	
IDS_PROPMOVER_TXT_001892	Géant Luia Berserker
IDS_PROPMOVER_TXT_001893	
IDS_PROPMOVER_TXT_001894	Géant Gongury Berserker
IDS_PROPMOVER_TXT_001895	
IDS_PROPMOVER_TXT_001896	Géant Kern Berserker
IDS_PROPMOVER_TXT_001897	
IDS_PROPMOVER_TXT_001898	Meteonyker Berserker
IDS_PROPMOVER_TXT_001899	
IDS_PROPMOVER_TXT_001900	Psyclope X Berserker
IDS_PROPMOVER_TXT_001901	
IDS_PROPMOVER_TXT_001902	Obnis d'élite
IDS_PROPMOVER_TXT_001903	
IDS_PROPMOVER_TXT_001904	Géant Tanki d'élite
IDS_PROPMOVER_TXT_001905	
IDS_PROPMOVER_TXT_001906	Géant Meteonyker d'élite
IDS_PROPMOVER_TXT_001907	
IDS_PROPMOVER_TXT_001908	Clockworks d'élite
IDS_PROPMOVER_TXT_001909	
IDS_PROPMOVER_TXT_001910	Remardda d'élite
IDS_PROPMOVER_TXT_001911	
IDS_PROPMOVER_TXT_001912	Malphas d'élite
IDS_PROPMOVER_TXT_001913	
IDS_PROPMOVER_TXT_001914	Mordillos d'élite
IDS_PROPMOVER_TXT_001915	
IDS_PROPMOVER_TXT_001916	Azranoct d'élite
IDS_PROPMOVER_TXT_001917	
IDS_PROPMOVER_TXT_001918	Général d'élite
IDS_PROPMOVER_TXT_001919	
IDS_PROPMOVER_TXT_001920	Tyran d'élite
IDS_PROPMOVER_TXT_001921	
IDS_PROPMOVER_TXT_001922	Sorcier d'élite
IDS_PROPMOVER_TXT_001923	
IDS_PROPMOVER_TXT_001924	Zerkattak d'élite
IDS_PROPMOVER_TXT_001925	
IDS_PROPMOVER_TXT_001926	Junglosaure d'élite
IDS_PROPMOVER_TXT_001927	
IDS_PROPMOVER_TXT_001928	Trio d'élite Anagrero, Hanades et Nehnoruh 
IDS_PROPMOVER_TXT_001929	
IDS_PROPMOVER_TXT_001930	Mahtolle d'élite
IDS_PROPMOVER_TXT_001931	
IDS_PROPMOVER_TXT_001932	Mr. Frise Jr.
IDS_PROPMOVER_TXT_001933	
IDS_PROPMOVER_TXT_001934	Géant Bang g33k
IDS_PROPMOVER_TXT_001935	
IDS_PROPMOVER_TXT_001936	Géant Wagsaac stupide
IDS_PROPMOVER_TXT_001937	
IDS_PROPMOVER_TXT_001938	Géant Red Mantis affamé
IDS_PROPMOVER_TXT_001939	
IDS_PROPMOVER_TXT_001940	Vieux Géant Jackammer
IDS_PROPMOVER_TXT_001941	
IDS_PROPMOVER_TXT_001942	Géant Bucrow abruti
IDS_PROPMOVER_TXT_001943	
IDS_PROPMOVER_TXT_001944	Géant Hobo bigleux
IDS_PROPMOVER_TXT_001945	
IDS_PROPMOVER_TXT_001946	Géant Rockepeller gras
IDS_PROPMOVER_TXT_001947	
IDS_PROPMOVER_TXT_001948	Géant Steam Walker en fer blanc
IDS_PROPMOVER_TXT_001949	
IDS_PROPMOVER_TXT_001950	Géant Grrr putride
IDS_PROPMOVER_TXT_001951	
IDS_PROPMOVER_TXT_001952	Géant Greemong moisi
IDS_PROPMOVER_TXT_001953	
IDS_PROPMOVER_TXT_001954	Géant Luia roussi
IDS_PROPMOVER_TXT_001955	
IDS_PROPMOVER_TXT_001956	Géant Gongury désarticulé
IDS_PROPMOVER_TXT_001957	
IDS_PROPMOVER_TXT_001958	Géant Kern arthritique
IDS_PROPMOVER_TXT_001959	
IDS_PROPMOVER_TXT_001960	Meteonyker galeux
IDS_PROPMOVER_TXT_001961	
IDS_PROPMOVER_TXT_001962	Psyclope X trépané
IDS_PROPMOVER_TXT_001963	
IDS_PROPMOVER_TXT_001964	Obnis pudique
IDS_PROPMOVER_TXT_001965	
IDS_PROPMOVER_TXT_001966	Géant Tanuki ventru
IDS_PROPMOVER_TXT_001967	
IDS_PROPMOVER_TXT_001968	Meteonyker gueule cassée
IDS_PROPMOVER_TXT_001969	
IDS_PROPMOVER_TXT_001970	Clockworks en kit
IDS_PROPMOVER_TXT_001971	
IDS_PROPMOVER_TXT_001972	Remardda gaucher
IDS_PROPMOVER_TXT_001973	
IDS_PROPMOVER_TXT_001974	Malphas amoureux
IDS_PROPMOVER_TXT_001975	
IDS_PROPMOVER_TXT_001976	Mordillos infesté de puces
IDS_PROPMOVER_TXT_001977	
IDS_PROPMOVER_TXT_001978	Azranoct mal réveillé
IDS_PROPMOVER_TXT_001979	
IDS_PROPMOVER_TXT_001980	Général d'Ishtar maigrichon
IDS_PROPMOVER_TXT_001981	
IDS_PROPMOVER_TXT_001982	Tyran carapace de plomb
IDS_PROPMOVER_TXT_001983	
IDS_PROPMOVER_TXT_001984	Sorcier obèse
IDS_PROPMOVER_TXT_001985	
IDS_PROPMOVER_TXT_001986	Zerkattak en feu
IDS_PROPMOVER_TXT_001987	
IDS_PROPMOVER_TXT_001988	Junglosaure pataud
IDS_PROPMOVER_TXT_001989	
IDS_PROPMOVER_TXT_001990	Anagrero, Hanades et Nehnoruh les grincheux 
IDS_PROPMOVER_TXT_001991	
IDS_PROPMOVER_TXT_001992	Mahtolle anorexique
IDS_PROPMOVER_TXT_001993	
IDS_PROPMOVER_TXT_001994	Œuf étrange
IDS_PROPMOVER_TXT_001995	
IDS_PROPMOVER_TXT_001996	Statue d'Akin
IDS_PROPMOVER_TXT_001997	
IDS_PROPMOVER_TXT_001998	Statue de Balt
IDS_PROPMOVER_TXT_001999	
IDS_PROPMOVER_TXT_002000	Plume
IDS_PROPMOVER_TXT_002001	
IDS_PROPMOVER_TXT_002002	Croc Hunter
IDS_PROPMOVER_TXT_002003	
IDS_PROPMOVER_TXT_002004	Ecthéplasme
IDS_PROPMOVER_TXT_002005	
IDS_PROPMOVER_TXT_002006	Coussinet
IDS_PROPMOVER_TXT_002007	
IDS_PROPMOVER_TXT_002008	Grinch
IDS_PROPMOVER_TXT_002009	
IDS_PROPMOVER_TXT_002010	Rudolph
IDS_PROPMOVER_TXT_002011	
IDS_PROPMOVER_TXT_002012	Rockepeller sournois
IDS_PROPMOVER_TXT_002013	
IDS_PROPMOVER_TXT_002014	Mothbee sournois
IDS_PROPMOVER_TXT_002015	
IDS_PROPMOVER_TXT_002016	Xyleniiks la Patate enragée
IDS_PROPMOVER_TXT_002017	
IDS_PROPMOVER_TXT_002018	Acrapechu trognon
IDS_PROPMOVER_TXT_002019	
IDS_PROPMOVER_TXT_002020	[PDG-roi des Hipsters] Cyprien le mégalomane
IDS_PROPMOVER_TXT_002021	
IDS_PROPMOVER_TXT_002022	[PDG-roi des Hipsters] Cyprien le mégalomane
IDS_PROPMOVER_TXT_002023	
IDS_PROPMOVER_TXT_002024	Xyleniiks la Patate
IDS_PROPMOVER_TXT_002025	
IDS_PROPMOVER_TXT_002026	Bébé Nounours
IDS_PROPMOVER_TXT_002027	
IDS_PROPMOVER_TXT_002028	Vulcanos Coby
IDS_PROPMOVER_TXT_002029	
IDS_PROPMOVER_TXT_002030	Vulcanos Piers
IDS_PROPMOVER_TXT_002031	
IDS_PROPMOVER_TXT_002032	Voleur d'amour
IDS_PROPMOVER_TXT_002033	
IDS_PROPMOVER_TXT_002034	Bébé Pan
IDS_PROPMOVER_TXT_002035	
IDS_PROPMOVER_TXT_002036	Collecteur des contributions
IDS_PROPMOVER_TXT_002037	
IDS_PROPMOVER_TXT_002038	Ramassator
IDS_PROPMOVER_TXT_002039	
IDS_PROPMOVER_TXT_002040	Nounours trognon
IDS_PROPMOVER_TXT_002041	
IDS_PROPMOVER_TXT_002042	Harpyness matriarche
IDS_PROPMOVER_TXT_002043	
IDS_PROPMOVER_TXT_002044	Rat musqué
IDS_PROPMOVER_TXT_002045	
IDS_PROPMOVER_TXT_002046	Rat volant
IDS_PROPMOVER_TXT_002047	
IDS_PROPMOVER_TXT_002048	Faucon de combat
IDS_PROPMOVER_TXT_002049	
IDS_PROPMOVER_TXT_002050	Faucon mutant
IDS_PROPMOVER_TXT_002051	
IDS_PROPMOVER_TXT_002052	Harpyness plume rouge
IDS_PROPMOVER_TXT_002053	
IDS_PROPMOVER_TXT_002054	Harpyness plume bleue
IDS_PROPMOVER_TXT_002055	
IDS_PROPMOVER_TXT_002056	Hippogryphe asservi
IDS_PROPMOVER_TXT_002057	
IDS_PROPMOVER_TXT_002058	Méchampignon
IDS_PROPMOVER_TXT_002059	
IDS_PROPMOVER_TXT_002060	Mochikachée
IDS_PROPMOVER_TXT_002061	
IDS_PROPMOVER_TXT_002062	Mandragore ventrue
IDS_PROPMOVER_TXT_002063	
IDS_PROPMOVER_TXT_002064	Minimushu
IDS_PROPMOVER_TXT_002065	
IDS_PROPMOVER_TXT_002066	Rosabelle
IDS_PROPMOVER_TXT_002067	
IDS_PROPMOVER_TXT_002068	Belladonna
IDS_PROPMOVER_TXT_002069	
IDS_PROPMOVER_TXT_002070	Reine Entaness
IDS_PROPMOVER_TXT_002071	
IDS_PROPMOVER_TXT_002072	Requin de garde
IDS_PROPMOVER_TXT_002073	
IDS_PROPMOVER_TXT_002074	Garde amphibien
IDS_PROPMOVER_TXT_002075	
IDS_PROPMOVER_TXT_002076	Nymphe prétentieuse
IDS_PROPMOVER_TXT_002077	
IDS_PROPMOVER_TXT_002078	Bétuine
IDS_PROPMOVER_TXT_002079	
IDS_PROPMOVER_TXT_002080	Garde amphibien rageux
IDS_PROPMOVER_TXT_002081	
IDS_PROPMOVER_TXT_002082	Nymphe courtisanne
IDS_PROPMOVER_TXT_002083	
IDS_PROPMOVER_TXT_002084	Sexyrène
IDS_PROPMOVER_TXT_002085	
IDS_PROPMOVER_TXT_002086	Kraken
IDS_PROPMOVER_TXT_002087	
IDS_PROPMOVER_TXT_002088	Mochikachée polluée
IDS_PROPMOVER_TXT_002089	
IDS_PROPMOVER_TXT_002090	Méchampignon pollué
IDS_PROPMOVER_TXT_002091	
IDS_PROPMOVER_TXT_002092	Mandragore polluée
IDS_PROPMOVER_TXT_002093	
IDS_PROPMOVER_TXT_002094	Minimushu pollué
IDS_PROPMOVER_TXT_002095	
IDS_PROPMOVER_TXT_002096	Rosabelle polluée
IDS_PROPMOVER_TXT_002097	
IDS_PROPMOVER_TXT_002098	Belladonna polluée
IDS_PROPMOVER_TXT_002099	
IDS_PROPMOVER_TXT_002100	Reine Entaness polluante
IDS_PROPMOVER_TXT_002101	
IDS_PROPMOVER_TXT_002102	Requin de garde affamé
IDS_PROPMOVER_TXT_002103	
IDS_PROPMOVER_TXT_002104	Garde abyssal
IDS_PROPMOVER_TXT_002105	
IDS_PROPMOVER_TXT_002106	Prétentieuse abyssale
IDS_PROPMOVER_TXT_002107	
IDS_PROPMOVER_TXT_002108	Bétuine abyssal
IDS_PROPMOVER_TXT_002109	
IDS_PROPMOVER_TXT_002110	Garde rageux abyssal
IDS_PROPMOVER_TXT_002111	
IDS_PROPMOVER_TXT_002112	Courtisane abyssale
IDS_PROPMOVER_TXT_002113	
IDS_PROPMOVER_TXT_002114	Sexyrène abyssale
IDS_PROPMOVER_TXT_002115	
IDS_PROPMOVER_TXT_002116	Kraken abyssal
IDS_PROPMOVER_TXT_002117	
IDS_PROPMOVER_TXT_002118	Rat musqué infernal
IDS_PROPMOVER_TXT_002119	
IDS_PROPMOVER_TXT_002120	Rat infernal volant
IDS_PROPMOVER_TXT_002121	
IDS_PROPMOVER_TXT_002122	Faucon d'élite
IDS_PROPMOVER_TXT_002123	
IDS_PROPMOVER_TXT_002124	Faucon mutant d'élite
IDS_PROPMOVER_TXT_002125	
IDS_PROPMOVER_TXT_002126	Harpyness rouge d'élite
IDS_PROPMOVER_TXT_002127	
IDS_PROPMOVER_TXT_002128	Harpyness bleue d'élite
IDS_PROPMOVER_TXT_002129	
IDS_PROPMOVER_TXT_002130	Hippogryphe enchainé
IDS_PROPMOVER_TXT_002131	
IDS_PROPMOVER_TXT_002132	Mère des couvées
IDS_PROPMOVER_TXT_002133	
IDS_PROPMOVER_TXT_002134	Téléporteur Seconde classe
IDS_PROPMOVER_TXT_002135	
IDS_PROPMOVER_TXT_002136	San Pres
IDS_PROPMOVER_TXT_002137	
IDS_PROPMOVER_TXT_002138	Raelra
IDS_PROPMOVER_TXT_002139	
IDS_PROPMOVER_TXT_002140	Flami
IDS_PROPMOVER_TXT_002141	
IDS_PROPMOVER_TXT_002142	Reonan
IDS_PROPMOVER_TXT_002143	
IDS_PROPMOVER_TXT_002144	Nerco
IDS_PROPMOVER_TXT_002145	
IDS_PROPMOVER_TXT_002146	Hael
IDS_PROPMOVER_TXT_002147	
IDS_PROPMOVER_TXT_002148	Handel
IDS_PROPMOVER_TXT_002149	
IDS_PROPMOVER_TXT_002150	Reodos
IDS_PROPMOVER_TXT_002151	
IDS_PROPMOVER_TXT_002152	Zoro
IDS_PROPMOVER_TXT_002153	
IDS_PROPMOVER_TXT_002154	Alain
IDS_PROPMOVER_TXT_002155	
IDS_PROPMOVER_TXT_002156	Ainher
IDS_PROPMOVER_TXT_002157	
IDS_PROPMOVER_TXT_002158	Sury
IDS_PROPMOVER_TXT_002159	
IDS_PROPMOVER_TXT_002160	Ripper
IDS_PROPMOVER_TXT_002161	
IDS_PROPMOVER_TXT_002162	Clockwork Patate
IDS_PROPMOVER_TXT_002163	
IDS_PROPMOVER_TXT_002164	IDS_PROPMOVER_TXT_002164
IDS_PROPMOVER_TXT_002165	
IDS_PROPMOVER_TXT_002166	Dragoméro apprivoisé
IDS_PROPMOVER_TXT_002167	
IDS_PROPMOVER_TXT_002168	IDS_PROPMOVER_TXT_002168
IDS_PROPMOVER_TXT_002169	
IDS_PROPMOVER_TXT_002170	Poupée russe
IDS_PROPMOVER_TXT_002171	
IDS_PROPMOVER_TXT_002172	[Transports publics] Shine
IDS_PROPMOVER_TXT_002173	
IDS_PROPMOVER_TXT_002174	[Courtier] Rangpang
IDS_PROPMOVER_TXT_002175	
IDS_PROPMOVER_TXT_002176	[Courtier] Ponyang
IDS_PROPMOVER_TXT_002177	
IDS_PROPMOVER_TXT_002178	[Courtier] Leon
IDS_PROPMOVER_TXT_002179	
IDS_PROPMOVER_TXT_002180	[Courtier] TomTom
IDS_PROPMOVER_TXT_002181	
IDS_PROPMOVER_TXT_002182	[Courtier] Rango
IDS_PROPMOVER_TXT_002183	
IDS_PROPMOVER_TXT_002184	[Courtier] Toto
IDS_PROPMOVER_TXT_002185	
IDS_PROPMOVER_TXT_002186	[Bureau de Change] Severance
IDS_PROPMOVER_TXT_002187	
IDS_PROPMOVER_TXT_002188	[Bureau de Change] Don Jovanni
IDS_PROPMOVER_TXT_002189	
IDS_PROPMOVER_TXT_002190	[Bureau de Change] Mor Dorin
IDS_PROPMOVER_TXT_002191	
IDS_PROPMOVER_TXT_002192	[Bureau de Change] Jarkova
IDS_PROPMOVER_TXT_002193	
IDS_PROPMOVER_TXT_002194	[Bureau de Change] Mony Zova
IDS_PROPMOVER_TXT_002195	
IDS_PROPMOVER_TXT_002196	[Bureau de Change] Gav Noni
IDS_PROPMOVER_TXT_002197	
IDS_PROPMOVER_TXT_002198	Mr. Lézard
IDS_PROPMOVER_TXT_002199	
IDS_PROPMOVER_TXT_002200	Caméléon Bleu
IDS_PROPMOVER_TXT_002201	
IDS_PROPMOVER_TXT_002202	Caméléon Jaune
IDS_PROPMOVER_TXT_002203	
IDS_PROPMOVER_TXT_002204	Caméléon Rouge
IDS_PROPMOVER_TXT_002205	
IDS_PROPMOVER_TXT_002206	[Boutique de Yukata] Tifa
IDS_PROPMOVER_TXT_002207	
IDS_PROPMOVER_TXT_002208	Cadeau sanguinaire
IDS_PROPMOVER_TXT_002209	
IDS_PROPMOVER_TXT_002210	[Transport public] Crabtree
IDS_PROPMOVER_TXT_002211	
IDS_PROPMOVER_TXT_002212	Etrange collectionneur
IDS_PROPMOVER_TXT_002213	
IDS_PROPMOVER_TXT_002214	Drian
IDS_PROPMOVER_TXT_002215	
IDS_PROPMOVER_TXT_002216	Tortue Gardien
IDS_PROPMOVER_TXT_002217	
IDS_PROPMOVER_TXT_002218	Lapin Ninja
IDS_PROPMOVER_TXT_002219	
IDS_PROPMOVER_TXT_002220	Lapin Escrimeur
IDS_PROPMOVER_TXT_002221	
IDS_PROPMOVER_TXT_002222	Lapin Hoplite
IDS_PROPMOVER_TXT_002223	
IDS_PROPMOVER_TXT_002224	Lapin Assassin
IDS_PROPMOVER_TXT_002225	
IDS_PROPMOVER_TXT_002226	Lapin Barbare
IDS_PROPMOVER_TXT_002227	
IDS_PROPMOVER_TXT_002228	Serviteur d'Ivillis
IDS_PROPMOVER_TXT_002229	
IDS_PROPMOVER_TXT_002230	Ecthéplasme rooibos
IDS_PROPMOVER_TXT_002231	
IDS_PROPMOVER_TXT_002232	Mordilla
IDS_PROPMOVER_TXT_002233	
IDS_PROPMOVER_TXT_002234	Chalise
IDS_PROPMOVER_TXT_002235	
IDS_PROPMOVER_TXT_002236	Plume apprivoisé
IDS_PROPMOVER_TXT_002237	
IDS_PROPMOVER_TXT_002238	La mort aux trousses 
IDS_PROPMOVER_TXT_002239	
IDS_PROPMOVER_TXT_002240	Gray Earl courtois
IDS_PROPMOVER_TXT_002241	
IDS_PROPMOVER_TXT_002242	Tamed Bolo
IDS_PROPMOVER_TXT_002243
IDS_PROPMOVER_TXT_002244	Roi Ardent Meteoneeker
IDS_PROPMOVER_TXT_002245	
IDS_PROPMOVER_TXT_002246	Cyclope 
IDS_PROPMOVER_TXT_002247	
IDS_PROPMOVER_TXT_002248	Glapen Contaminé
IDS_PROPMOVER_TXT_002249	
IDS_PROPMOVER_TXT_002250	Sous-Fifre Glapen 
IDS_PROPMOVER_TXT_002251	
IDS_PROPMOVER_TXT_002252	Mushmut Géant Contaminé
IDS_PROPMOVER_TXT_002253	
IDS_PROPMOVER_TXT_002254	Sous-Fifre Mushpoie
IDS_PROPMOVER_TXT_002255	
IDS_PROPMOVER_TXT_002256	Kururung Géant Contaminé
IDS_PROPMOVER_TXT_002257	
IDS_PROPMOVER_TXT_002258	Wagzag Contaminé
IDS_PROPMOVER_TXT_002259	
IDS_PROPMOVER_TXT_002260	Eyebait Contaminé
IDS_PROPMOVER_TXT_002261	
