IDS_PROPITEM_TXT_000000	標準
IDS_PROPITEM_TXT_013912	ウォポンガントレット（男の子用）（30日）
IDS_PROPITEM_TXT_013913	 
IDS_PROPITEM_TXT_013914	ウォポンブーツ（男の子用）（30日）
IDS_PROPITEM_TXT_013915	 
IDS_PROPITEM_TXT_013916	ウォポンヘルメット（女の子用）（30日）
IDS_PROPITEM_TXT_013917	 
IDS_PROPITEM_TXT_013918	ウォポンスーツ（女の子用）（30日）
IDS_PROPITEM_TXT_013919	 
IDS_PROPITEM_TXT_013920	ウォポンガントレット（女の子用）（30日）
IDS_PROPITEM_TXT_013921	 
IDS_PROPITEM_TXT_013922	ウォポンブーツ（女の子用）（30日）
IDS_PROPITEM_TXT_013923	 
IDS_PROPITEM_TXT_013924	アイニヘルメット（男の子用）（7日）
IDS_PROPITEM_TXT_013925	 
IDS_PROPITEM_TXT_013926	アイニスーツ（男の子用）（7日）
IDS_PROPITEM_TXT_013927	 
IDS_PROPITEM_TXT_013928	アイニガントレット（男の子用）（7日）
IDS_PROPITEM_TXT_013929	 
IDS_PROPITEM_TXT_013930	アイニブーツ（男の子用）（7日）
IDS_PROPITEM_TXT_013931	 
IDS_PROPITEM_TXT_013932	アイニヘルメット（女の子用）（7日）
IDS_PROPITEM_TXT_013933	 
IDS_PROPITEM_TXT_013934	アイニスーツ（女の子用）（7日）
IDS_PROPITEM_TXT_013935	 
IDS_PROPITEM_TXT_013936	アイニガントレット（女の子用）（7日）
IDS_PROPITEM_TXT_013937	 
IDS_PROPITEM_TXT_013938	アイニブーツ（女の子用）（7日）
IDS_PROPITEM_TXT_013939	 
IDS_PROPITEM_TXT_013940	アイニヘルメット（男の子用）（30日）
IDS_PROPITEM_TXT_013941	 
IDS_PROPITEM_TXT_013942	アイニスーツ（男の子用）（30日）
IDS_PROPITEM_TXT_013943	 
IDS_PROPITEM_TXT_013944	アイニガントレット（男の子用）（30日）
IDS_PROPITEM_TXT_013945	 
IDS_PROPITEM_TXT_013946	アイニブーツ（男の子用）（30日）
IDS_PROPITEM_TXT_013947	 
IDS_PROPITEM_TXT_013948	アイニヘルメット（女の子用）（30日）
IDS_PROPITEM_TXT_013949	 
IDS_PROPITEM_TXT_013950	アイニスーツ（女の子用）（30日）
IDS_PROPITEM_TXT_013951	 
IDS_PROPITEM_TXT_013952	アイニガントレット（女の子用）（30日）
IDS_PROPITEM_TXT_013953	 
IDS_PROPITEM_TXT_013954	アイニブーツ（女の子用）（30日）
IDS_PROPITEM_TXT_013955	 
IDS_PROPITEM_TXT_013956	ロパンのヘルメット（男の子用）（7日）
IDS_PROPITEM_TXT_013957	 
IDS_PROPITEM_TXT_013958	ロパンスーツ（男の子用）（7日）
IDS_PROPITEM_TXT_013959	 
IDS_PROPITEM_TXT_013960	ロパンガントレット（男の子用）（7日）
IDS_PROPITEM_TXT_013961	 
IDS_PROPITEM_TXT_013962	ロパンブーツ（男の子用）（7日）
IDS_PROPITEM_TXT_013963	 
IDS_PROPITEM_TXT_013964	ロパンのヘルメット（女の子用）（7日）
IDS_PROPITEM_TXT_013965	 
IDS_PROPITEM_TXT_013966	ロパンスーツ（女の子用）（7日）
IDS_PROPITEM_TXT_013967	 
IDS_PROPITEM_TXT_013968	ロパンガントレット（女の子用）（7日）
IDS_PROPITEM_TXT_013969	 
IDS_PROPITEM_TXT_013970	ロパンブーツ（女の子用）（7日）
IDS_PROPITEM_TXT_013971	
IDS_PROPITEM_TXT_013972	ロパンのヘルメット（男の子用）（30日）
IDS_PROPITEM_TXT_013973	 
IDS_PROPITEM_TXT_013974	ロパンスーツ（男の子用）（30日）
IDS_PROPITEM_TXT_013975	 
IDS_PROPITEM_TXT_013976	ロパンガントレット（男の子用）（30日）
IDS_PROPITEM_TXT_013977	 
IDS_PROPITEM_TXT_013978	ロパンブーツ（男の子用）（30日）
IDS_PROPITEM_TXT_013979	 
IDS_PROPITEM_TXT_013980	ロパンのヘルメット（女の子用）（30日）
IDS_PROPITEM_TXT_013981	 
IDS_PROPITEM_TXT_013982	ロパンスーツ（女の子用）（30日）
IDS_PROPITEM_TXT_013983	 
IDS_PROPITEM_TXT_013984	ロパンガントレット（女の子用）（30日）
IDS_PROPITEM_TXT_013985	 
IDS_PROPITEM_TXT_013986	ロパンブーツ（女の子用）（30日）
IDS_PROPITEM_TXT_013987	
IDS_PROPITEM_TXT_013988	ミュランのヘルメット（男の子用）（7日）
IDS_PROPITEM_TXT_013989	 
IDS_PROPITEM_TXT_013990	ミュランスーツ（男の子用）（7日）
IDS_PROPITEM_TXT_013991	 
IDS_PROPITEM_TXT_013992	ミュランガントレット（男の子用）（7日）
IDS_PROPITEM_TXT_013993	 
IDS_PROPITEM_TXT_013994	ミュランブーツ（男の子用）（7日）
IDS_PROPITEM_TXT_013995	 
IDS_PROPITEM_TXT_013996	ミュランのヘルメット（女の子用）（7日）
IDS_PROPITEM_TXT_013997	 
IDS_PROPITEM_TXT_013998	ミュランスーツ（女の子用）（7日）
IDS_PROPITEM_TXT_013999	 
IDS_PROPITEM_TXT_014000	ミュランガントレット（女の子用）（7日）
IDS_PROPITEM_TXT_014001	 
IDS_PROPITEM_TXT_014002	ミュランブーツ（女の子用）（7日）
IDS_PROPITEM_TXT_014003	 
IDS_PROPITEM_TXT_014004	ミュランのヘルメット（男の子用）（30日）
IDS_PROPITEM_TXT_014005	 
IDS_PROPITEM_TXT_014006	ミュランスーツ（男の子用）（30日）
IDS_PROPITEM_TXT_014007	 
IDS_PROPITEM_TXT_014008	ミュランガントレット（男の子用）（30日）
IDS_PROPITEM_TXT_014009	 
IDS_PROPITEM_TXT_014010	ミュランブーツ（男の子用）（30日）
IDS_PROPITEM_TXT_014011	 
IDS_PROPITEM_TXT_014012	ミュランのヘルメット（女の子用）（30日）
IDS_PROPITEM_TXT_014013	 
IDS_PROPITEM_TXT_014014	ミュランスーツ（女の子用）（30日）
IDS_PROPITEM_TXT_014015	 
IDS_PROPITEM_TXT_014016	ミュランガントレット（女の子用）（30日）
IDS_PROPITEM_TXT_014017	 
IDS_PROPITEM_TXT_014018	ミュランブーツ（女の子用）（30日）
IDS_PROPITEM_TXT_014019	
IDS_PROPITEM_TXT_014020	アルレクトゥヘルメット（男の子用）（7日）
IDS_PROPITEM_TXT_014021	 
IDS_PROPITEM_TXT_014022	アルレクトゥスーツ（男の子用）（7日）
IDS_PROPITEM_TXT_014023	 
IDS_PROPITEM_TXT_014024	アルレクトゥガントレット（男の子用）（7日）
IDS_PROPITEM_TXT_014025	 
IDS_PROPITEM_TXT_014026	アルレクトゥブーツ（男の子用）（7日）
IDS_PROPITEM_TXT_014027	 
IDS_PROPITEM_TXT_014028	アルレクトゥヘルメット（女の子用）（7日）
IDS_PROPITEM_TXT_014029	 
IDS_PROPITEM_TXT_014030	アルレクトゥスーツ（女の子用）（7日）
IDS_PROPITEM_TXT_014031	 
IDS_PROPITEM_TXT_014032	アルレクトゥガントレット（女の子用）（7日）
IDS_PROPITEM_TXT_014033	 
IDS_PROPITEM_TXT_014034	アルレクトゥブーツ（女の子用）（7日）
IDS_PROPITEM_TXT_014035	 
IDS_PROPITEM_TXT_014036	アルレクトゥヘルメット（男の子用）（30日）
IDS_PROPITEM_TXT_014037	 
IDS_PROPITEM_TXT_014038	アルレクトゥスーツ（男の子用）（30日）
IDS_PROPITEM_TXT_014039	 
IDS_PROPITEM_TXT_014040	アルレクトゥガントレット（男の子用）（30日）
IDS_PROPITEM_TXT_014041	 
IDS_PROPITEM_TXT_014042	アルレクトゥブーツ（男の子用）（30日）
IDS_PROPITEM_TXT_014043	 
IDS_PROPITEM_TXT_014044	アルレクトゥヘルメット（女の子用）（30日）
IDS_PROPITEM_TXT_014045	 
IDS_PROPITEM_TXT_014046	アルレクトゥスーツ（女の子用）（30日）
IDS_PROPITEM_TXT_014047	 
IDS_PROPITEM_TXT_014048	アルレクトゥガントレット（女の子用）（30日）
IDS_PROPITEM_TXT_014049	 
IDS_PROPITEM_TXT_014050	アルレクトゥブーツ（女の子用）（30日）
IDS_PROPITEM_TXT_014051	 
IDS_PROPITEM_TXT_014052	ファクトヘルメット（男の子用）（7日）
IDS_PROPITEM_TXT_014053	 
IDS_PROPITEM_TXT_014054	ファクトスーツ（男の子用）（7日）
IDS_PROPITEM_TXT_014055	 
IDS_PROPITEM_TXT_014056	ファクトガントレット（男の子用）（7日）
IDS_PROPITEM_TXT_014057	 
IDS_PROPITEM_TXT_014058	ファクトブーツ（男の子用）（7日）
IDS_PROPITEM_TXT_014059	 
IDS_PROPITEM_TXT_014060	ファクトヘルメット（女の子用）（7日）
IDS_PROPITEM_TXT_014061	 
IDS_PROPITEM_TXT_014062	ファクトスーツ（女の子用）（7日）
IDS_PROPITEM_TXT_014063	 
IDS_PROPITEM_TXT_014064	ファクトガントレット（女の子用）（7日）
IDS_PROPITEM_TXT_014065	 
IDS_PROPITEM_TXT_014066	ファクトブーツ（女の子用）（7日）
IDS_PROPITEM_TXT_014067	 
IDS_PROPITEM_TXT_014068	ファクトヘルメット（男の子用）（30日）
IDS_PROPITEM_TXT_014069	 
IDS_PROPITEM_TXT_014070	ファクトスーツ（男の子用）（30日）
IDS_PROPITEM_TXT_014071	 
IDS_PROPITEM_TXT_014072	ファクトガントレット（男の子用）（30日）
IDS_PROPITEM_TXT_014073	
IDS_PROPITEM_TXT_014074	ペクト・ブーツ(M)(30日)
IDS_PROPITEM_TXT_014075	  
IDS_PROPITEM_TXT_014076	ペクト・ヘルム(F)(30日)
IDS_PROPITEM_TXT_014077	  
IDS_PROPITEM_TXT_014078	ペクト・スーツ(F)(30日)
IDS_PROPITEM_TXT_014079	  
IDS_PROPITEM_TXT_014080	ペクト・ガントレット(F)(30日)
IDS_PROPITEM_TXT_014081	  
IDS_PROPITEM_TXT_014082	ペクト・ブーツ(F)(30日)
IDS_PROPITEM_TXT_014083	  
IDS_PROPITEM_TXT_014084	カトリア・ヘルメット(M)(7日)
IDS_PROPITEM_TXT_014085	  
IDS_PROPITEM_TXT_014086	カトリア・スーツ(M)(7日)
IDS_PROPITEM_TXT_014087	  
IDS_PROPITEM_TXT_014088	カトリア・ガントレット(M)(7日)
IDS_PROPITEM_TXT_014089	  
IDS_PROPITEM_TXT_014090	カトリア・ブーツ(M)(7日)
IDS_PROPITEM_TXT_014091	  
IDS_PROPITEM_TXT_014092	カトリア・ヘルメット(F)(7日)
IDS_PROPITEM_TXT_014093	  
IDS_PROPITEM_TXT_014094	カトリア・スーツ(F)(7日)
IDS_PROPITEM_TXT_014095	  
IDS_PROPITEM_TXT_014096	カトリア・ガントレット(F)(7日)
IDS_PROPITEM_TXT_014097	  
IDS_PROPITEM_TXT_014098	カトリア・ブーツ(F)(7日)
IDS_PROPITEM_TXT_014099	  
IDS_PROPITEM_TXT_014100	カトリア・ヘルメット(M)(30日)
IDS_PROPITEM_TXT_014101	  
IDS_PROPITEM_TXT_014102	カトリア・スーツ(M)(30日)
IDS_PROPITEM_TXT_014103	  
IDS_PROPITEM_TXT_014104	カトリア・ガントレット(M)(30日)
IDS_PROPITEM_TXT_014105	  
IDS_PROPITEM_TXT_014106	カトリア・ブーツ(M)(30日)
IDS_PROPITEM_TXT_014107	  
IDS_PROPITEM_TXT_014108	カトリア・ヘルメット(F)(30日)
IDS_PROPITEM_TXT_014109	  
IDS_PROPITEM_TXT_014110	カトリア・スーツ(F)(30日)
IDS_PROPITEM_TXT_014111	  
IDS_PROPITEM_TXT_014112	カトリア・ガントレット(F)(30日)
IDS_PROPITEM_TXT_014113	  
IDS_PROPITEM_TXT_014114	カトリア・ブーツ(F)(30日)
IDS_PROPITEM_TXT_014115	  
IDS_PROPITEM_TXT_014116	オスカ・ヘルメット(M)(7日)
IDS_PROPITEM_TXT_014117	  
IDS_PROPITEM_TXT_014118	オスカ・スーツ(M)(7日)
IDS_PROPITEM_TXT_014119	  
IDS_PROPITEM_TXT_014120	オスカ・ガントレット(M)(7日)
IDS_PROPITEM_TXT_014121	  
IDS_PROPITEM_TXT_014122	オスカ・ブーツ(M)(7日)
IDS_PROPITEM_TXT_014123	  
IDS_PROPITEM_TXT_014124	オスカ・ヘルメット(F)(7日)
IDS_PROPITEM_TXT_014125	  
IDS_PROPITEM_TXT_014126	オスカ・スーツ(F)(7日)
IDS_PROPITEM_TXT_014127	  
IDS_PROPITEM_TXT_014128	オスカ・ガントレット(F)(7日)
IDS_PROPITEM_TXT_014129	  
IDS_PROPITEM_TXT_014130	オスカ・ブーツ(F)(7日)
IDS_PROPITEM_TXT_014131	  
IDS_PROPITEM_TXT_014132	オスカ・ヘルメット(M)(30日)
IDS_PROPITEM_TXT_014133	  
IDS_PROPITEM_TXT_014134	オスカ・スーツ(M)(30日)
IDS_PROPITEM_TXT_014135	  
IDS_PROPITEM_TXT_014136	オスカ・ガントレット(M)(30日)
IDS_PROPITEM_TXT_014137	  
IDS_PROPITEM_TXT_014138	オスカ・ブーツ(M)(30日)
IDS_PROPITEM_TXT_014139	  
IDS_PROPITEM_TXT_014140	オスカ・ヘルメット(F)(30日)
IDS_PROPITEM_TXT_014141	  
IDS_PROPITEM_TXT_014142	オスカ・スーツ(F)(30日)
IDS_PROPITEM_TXT_014143	  
IDS_PROPITEM_TXT_014144	オスカ・ガントレット(F)(30日)
IDS_PROPITEM_TXT_014145	  
IDS_PROPITEM_TXT_014146	オスカ・ブーツ(F)(30日)
IDS_PROPITEM_TXT_014147	  
IDS_PROPITEM_TXT_014148	GMミーレの幸運の宝玉ボックス
IDS_PROPITEM_TXT_014149  	
IDS_PROPITEM_TXT_014150  エビルシェードセット(男の子用)(7日間)	
IDS_PROPITEM_TXT_014151  	
IDS_PROPITEM_TXT_014152  エビルシェードセット(女の子用)(7日間)	
IDS_PROPITEM_TXT_014153  	
IDS_PROPITEM_TXT_014154  ホーリーバブルセット(男の子用)(7日間)	
IDS_PROPITEM_TXT_014155  	
IDS_PROPITEM_TXT_014156  ホーリーバブルセット(女の子用)(7日間)	
IDS_PROPITEM_TXT_014157	
IDS_PROPITEM_TXT_014158	ホーリーウイング(7日間)
IDS_PROPITEM_TXT_014159	
IDS_PROPITEM_TXT_014160	エビルウイング(7日間)
IDS_PROPITEM_TXT_014161	
IDS_PROPITEM_TXT_014162	びっくりおもちゃばこ
IDS_PROPITEM_TXT_014163	
IDS_PROPITEM_TXT_014164 雪の欠片	
IDS_PROPITEM_TXT_014165	
IDS_PROPITEM_TXT_014166	普通のテレポート地図
IDS_PROPITEM_TXT_014167	
IDS_PROPITEM_TXT_014168	高度なテレポート地図
IDS_PROPITEM_TXT_014169	
IDS_PROPITEM_TXT_014170	サンバドレス（男の子用）
IDS_PROPITEM_TXT_014171	
IDS_PROPITEM_TXT_014172	サンバハット（男の子用）
IDS_PROPITEM_TXT_014173	
IDS_PROPITEM_TXT_014174	サンバグローブ（男の子用）
IDS_PROPITEM_TXT_014175	
IDS_PROPITEM_TXT_014176	サンバシューズ（男の子用）
IDS_PROPITEM_TXT_014177	
IDS_PROPITEM_TXT_014178	サンバドレス（女の子用）
IDS_PROPITEM_TXT_014179	
IDS_PROPITEM_TXT_014180	サンバハット（女の子用）
IDS_PROPITEM_TXT_014181	
IDS_PROPITEM_TXT_014182	サンバグローブ（女の子用）
IDS_PROPITEM_TXT_014183	
IDS_PROPITEM_TXT_014184	サンバシューズ（女の子用）
IDS_PROPITEM_TXT_014185	
IDS_PROPITEM_TXT_014186	サンバドレスセット（男の子用）
IDS_PROPITEM_TXT_014187	
IDS_PROPITEM_TXT_014188	サンバドレスセット（女の子用）
IDS_PROPITEM_TXT_014189	
IDS_PROPITEM_TXT_014190	ロシアのメテオランダム賞
IDS_PROPITEM_TXT_014191	
IDS_PROPITEM_TXT_014192	プレスチックの欠片
IDS_PROPITEM_TXT_014193	コサージュを制作できる素材
IDS_PROPITEM_TXT_014194	ふわふわ花びら
IDS_PROPITEM_TXT_014195	コサージュを制作できる素材
IDS_PROPITEM_TXT_014196	魔法の糸
IDS_PROPITEM_TXT_014197	コサージュを制作できる素材
IDS_PROPITEM_TXT_014198	染色剤
IDS_PROPITEM_TXT_014199	コサージュを制作できる素材
IDS_PROPITEM_TXT_014200	ラオンの松明
IDS_PROPITEM_TXT_014201	エリアの地図を表示させるために必要な特殊な松明
IDS_PROPITEM_TXT_014202	イシルルートの松明
IDS_PROPITEM_TXT_014203	ダンジョンの地図を表示させるために必要な特殊な松明
IDS_PROPITEM_TXT_014204	コスチューム保護の巻物
IDS_PROPITEM_TXT_014205	コスチューム統合失敗時にアイテムの消失を防いでくれる巻物。統合前に使用する必要があります。
IDS_PROPITEM_TXT_014206	劇団章
IDS_PROPITEM_TXT_014207	
IDS_PROPITEM_TXT_014208	ES経験値増幅の巻物V(7日)
IDS_PROPITEM_TXT_014209 使用すると7日間モンスターからの獲得経験値を100％増加する巻物	
IDS_PROPITEM_TXT_014210	ES経験値増幅の巻物V(30日)
IDS_PROPITEM_TXT_014211 使用すると30日間モンスターからの獲得経験値を100％増加する巻物	
IDS_PROPITEM_TXT_014212	ES経験値増幅の巻物P(7日)
IDS_PROPITEM_TXT_014213	使用すると7日間モンスターからの獲得経験値を200％増加する巻物
IDS_PROPITEM_TXT_014214	ES経験値増幅の巻物P(30日)
IDS_PROPITEM_TXT_014215 使用すると30日間モンスターからの獲得経験値を200％増加する巻物	
IDS_PROPITEM_TXT_014216	栄光のレッドウイング（男の子用）
IDS_PROPITEM_TXT_014217	
IDS_PROPITEM_TXT_014218	栄光のレッドグローブ（男の子用）
IDS_PROPITEM_TXT_014219	
IDS_PROPITEM_TXT_014220	栄光のレッドシューズ（男の子用）
IDS_PROPITEM_TXT_014221	
IDS_PROPITEM_TXT_014222	栄光のレッドタキシード（男の子用）
IDS_PROPITEM_TXT_014223	
IDS_PROPITEM_TXT_014224	栄光のレッドウイング（女の子用）
IDS_PROPITEM_TXT_014225	
IDS_PROPITEM_TXT_014226	栄光のレッドグローブ（女の子用）
IDS_PROPITEM_TXT_014227	
IDS_PROPITEM_TXT_014228	栄光のレッドシューズ（女の子用）
IDS_PROPITEM_TXT_014229	
IDS_PROPITEM_TXT_014230	栄光のレッドドレス（女の子用）
IDS_PROPITEM_TXT_014231	
IDS_PROPITEM_TXT_014232	栄光のコロシアムマント
IDS_PROPITEM_TXT_014233	
IDS_PROPITEM_TXT_014234	コロシアム特別報酬セット（男の子用）
IDS_PROPITEM_TXT_014235	
IDS_PROPITEM_TXT_014236	コロシアム特別報酬セット（女の子用）
IDS_PROPITEM_TXT_014237	
IDS_PROPITEM_TXT_014238 手紙	
IDS_PROPITEM_TXT_014239 エンジェがデヴィに書いた手紙。デヴィに持って行こう。	
IDS_PROPITEM_TXT_014240 クロリボン(プレゼント用)	
IDS_PROPITEM_TXT_014241 エンジェがデヴィのために作ったリボン。デヴィに持って行こう。	
IDS_PROPITEM_TXT_014242	勇気のランダムボックス
IDS_PROPITEM_TXT_014243	
IDS_PROPITEM_TXT_014244 	森のエアリーガール衣装（女の子用）
IDS_PROPITEM_TXT_014245	
IDS_PROPITEM_TXT_014246 	森のエアリーガール帽子（女の子用）
IDS_PROPITEM_TXT_014247	
IDS_PROPITEM_TXT_014248 	森のエアリーガール手袋（女の子用）
IDS_PROPITEM_TXT_014249	
IDS_PROPITEM_TXT_014250 	森のエアリーガールシューズ（女の子用）
IDS_PROPITEM_TXT_014251	
IDS_PROPITEM_TXT_014252	花のピンキーガール衣装（女の子用）
IDS_PROPITEM_TXT_014253	
IDS_PROPITEM_TXT_014254 	花のピンキーガール帽子（女の子用）
IDS_PROPITEM_TXT_014255	
IDS_PROPITEM_TXT_014256 	花のピンキーガール手袋（女の子用）
IDS_PROPITEM_TXT_014257	
IDS_PROPITEM_TXT_014258 	花のピンキーガールシューズ（女の子用）
IDS_PROPITEM_TXT_014259	
IDS_PROPITEM_TXT_014260 	森のエアリーガール衣装セット（女の子用）
IDS_PROPITEM_TXT_014261	
IDS_PROPITEM_TXT_014262 	花のピンキーガール衣装セット（女の子用）
IDS_PROPITEM_TXT_014263	
IDS_PROPITEM_TXT_014264 ロボット悪魔のカード	
IDS_PROPITEM_TXT_014265 宝玉をセットするとキャラクターの能力をアップできます。また、自動的に周囲のアイテムを収集してくれます。	
IDS_PROPITEM_TXT_014266 幻のスピードボックス	
IDS_PROPITEM_TXT_014267	
IDS_PROPITEM_TXT_014268 伝説の翼ランダムボックス	
IDS_PROPITEM_TXT_014269	
IDS_PROPITEM_TXT_014270	コサージュ（ブルー）
IDS_PROPITEM_TXT_014271	
IDS_PROPITEM_TXT_014272	コサージュ（ホワイト）
IDS_PROPITEM_TXT_014273	
IDS_PROPITEM_TXT_014274 コサージュ（ピンク）	
IDS_PROPITEM_TXT_014275	
IDS_PROPITEM_TXT_014276	コサージュ（イエロー）
IDS_PROPITEM_TXT_014277	
IDS_PROPITEM_TXT_014278 クロリボン（女の子用）	
IDS_PROPITEM_TXT_014279	
IDS_PROPITEM_TXT_014280 ラブリィベアのカード	
IDS_PROPITEM_TXT_014281	宝玉をセットするとキャラクターの能力をアップできます。また、自動的に周囲のアイテムを収集してくれます。
IDS_PROPITEM_TXT_014282	ES経験値増幅の巻物R（7日）
IDS_PROPITEM_TXT_014283	モンスターからの獲得経験値を+100%増加させる巻物。効果時間168時間。ログアウト中も効果時間は経過します。
IDS_PROPITEM_TXT_014284	ES経験値増幅の巻物R（30日）
IDS_PROPITEM_TXT_014285	モンスターからの獲得経験値を+100%増加させる巻物。効果時間720時間。ログアウト中も効果時間は経過します。
IDS_PROPITEM_TXT_014286	ES経験値増幅の巻物Q（7日）
IDS_PROPITEM_TXT_014287	モンスターからの獲得経験値を+200%増加させる巻物。効果時間168時間。ログアウト中も効果時間は経過します。
IDS_PROPITEM_TXT_014288	ES経験値増幅の巻物Q（30日）
IDS_PROPITEM_TXT_014289	モンスターからの獲得経験値を+200%増加させる巻物。効果時間720時間。ログアウト中も効果時間は経過します。
IDS_PROPITEM_TXT_014290 イベント用スペシャル精錬ボックス(取引不可)	
IDS_PROPITEM_TXT_014291	
IDS_PROPITEM_TXT_014292	ノートブック引換券（イベント用）
IDS_PROPITEM_TXT_014293	
IDS_PROPITEM_TXT_014294	3月ランダムボックス（ロシア）
IDS_PROPITEM_TXT_014295	
IDS_PROPITEM_TXT_014296 運命のランダムボックス	
IDS_PROPITEM_TXT_014297	
IDS_PROPITEM_TXT_014298 	希望のマントボックス
IDS_PROPITEM_TXT_014299 	貴方の輝かしい未来に幸あれ！
IDS_PROPITEM_TXT_014300 	希望のマント
IDS_PROPITEM_TXT_014301	希望は強い勇気であり、あらたな意志である。.
IDS_PROPITEM_TXT_014302 	由緒正しきナイトの武器セット(7日)
IDS_PROPITEM_TXT_014303	
IDS_PROPITEM_TXT_014304 	由緒正しきマジシャンの武器セット(7日)
IDS_PROPITEM_TXT_014305	
IDS_PROPITEM_TXT_014306 	由緒正しきマーシナリーの武器セット(7日)
IDS_PROPITEM_TXT_014307	
IDS_PROPITEM_TXT_014308 	由緒正しきアクロバットの武器セット(7日)
IDS_PROPITEM_TXT_014309	
IDS_PROPITEM_TXT_014310 	由緒正しきアシストの武器セット(7日)
IDS_PROPITEM_TXT_014311	
IDS_PROPITEM_TXT_014312 	由緒正しきナイトの武器セット(30日)
IDS_PROPITEM_TXT_014313	
IDS_PROPITEM_TXT_014314	由緒正しきマジシャンの武器セット(30日)
IDS_PROPITEM_TXT_014315	
IDS_PROPITEM_TXT_014316 	由緒正しきマーシナリーの武器セット(30日)
IDS_PROPITEM_TXT_014317	
IDS_PROPITEM_TXT_014318 	由緒正しきアクロバットの武器セット(30日)
IDS_PROPITEM_TXT_014319	
IDS_PROPITEM_TXT_014320 	由緒正しきアシストの武器セット(30日)
IDS_PROPITEM_TXT_014321	
IDS_PROPITEM_TXT_014322 	マーシナリーの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014323	
IDS_PROPITEM_TXT_014324 	マジシャンの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014325	
IDS_PROPITEM_TXT_014326 	アシストの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014327	
IDS_PROPITEM_TXT_014328 	アクロバットの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014329	
IDS_PROPITEM_TXT_014330 	マーシナリーの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014331	
IDS_PROPITEM_TXT_014332 	マジシャンの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014333	
IDS_PROPITEM_TXT_014334 	アシストの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014335	
IDS_PROPITEM_TXT_014336 	アクロバットの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014337	
IDS_PROPITEM_TXT_014338 	マーシナリーの防具セット（女の子用）(7日)
IDS_PROPITEM_TXT_014339	
IDS_PROPITEM_TXT_014340 	マジシャンの防具セット（女の子用）(7日)
IDS_PROPITEM_TXT_014341	
IDS_PROPITEM_TXT_014342 	アシストの防具セット（女の子用）(7日)
IDS_PROPITEM_TXT_014343	
IDS_PROPITEM_TXT_014344 	アクロバットの防具セット（女の子用）(7日)
IDS_PROPITEM_TXT_014345	
IDS_PROPITEM_TXT_014346	マーシナリーの防具セット（女の子用）(30日)
IDS_PROPITEM_TXT_014347	
IDS_PROPITEM_TXT_014348 	マジシャンの防具セット（女の子用）(30日)
IDS_PROPITEM_TXT_014349	
IDS_PROPITEM_TXT_014350	
IDS_PROPITEM_TXT_014351 	
IDS_PROPITEM_TXT_014352	アクロバットの防具セット（女の子用）(30日)
IDS_PROPITEM_TXT_014353 	
IDS_PROPITEM_TXT_014354	ナイトの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014355 	
IDS_PROPITEM_TXT_014356	ブレードの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014357 	
IDS_PROPITEM_TXT_014358	サイキーパーの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014359 	
IDS_PROPITEM_TXT_014360	エレメンターの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014361 	
IDS_PROPITEM_TXT_014362	ビルポスターの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014363 	
IDS_PROPITEM_TXT_014364	リングマスターの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014365 	
IDS_PROPITEM_TXT_014366	ジェスターの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014367 	
IDS_PROPITEM_TXT_014368	レンジャーの防具セット（男の子用）(7日)
IDS_PROPITEM_TXT_014369	
IDS_PROPITEM_TXT_014370	ナイトの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014371 	
IDS_PROPITEM_TXT_014372	ブレードの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014373 	
IDS_PROPITEM_TXT_014374	サイキーパーの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014375 	
IDS_PROPITEM_TXT_014376	エレメンターの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014377 	
IDS_PROPITEM_TXT_014378	ビルポスターの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014379 	
IDS_PROPITEM_TXT_014380	リングマスターの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014381 	
IDS_PROPITEM_TXT_014382	ジェスターの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014383 	
IDS_PROPITEM_TXT_014384	レンジャーの防具セット（男の子用）(30日)
IDS_PROPITEM_TXT_014385 	
IDS_PROPITEM_TXT_014386	ナイトの防具セット（女の子用）(7日)
IDS_PROPITEM_TXT_014387 	
IDS_PROPITEM_TXT_014388	ブレードの防具セット（女の子用）(7日)
IDS_PROPITEM_TXT_014389 	
