IDS_PROPMOVER_TXT_000000	標準
IDS_PROPMOVER_TXT_001701	
IDS_PROPMOVER_TXT_001702	練習用精錬精霊ウッディー
IDS_PROPMOVER_TXT_001703	
IDS_PROPMOVER_TXT_001704	[派遣院]ミョラン
IDS_PROPMOVER_TXT_001705	
IDS_PROPMOVER_TXT_001706	イベント 迷子
IDS_PROPMOVER_TXT_001707	
IDS_PROPMOVER_TXT_001708	イベント カードポペット
IDS_PROPMOVER_TXT_001709	
IDS_PROPMOVER_TXT_001710	イベント 不気味なランダ
IDS_PROPMOVER_TXT_001711	
IDS_PROPMOVER_TXT_001712	ピニャータ
IDS_PROPMOVER_TXT_001713	
IDS_PROPMOVER_TXT_001714	[イベント用NPC]いたずらっ子デミアン
IDS_PROPMOVER_TXT_001715	
IDS_PROPMOVER_TXT_001716	ワンパクカメレオン
IDS_PROPMOVER_TXT_001717	
IDS_PROPMOVER_TXT_001718	ライト
IDS_PROPMOVER_TXT_001719	
IDS_PROPMOVER_TXT_001720	ダーク
IDS_PROPMOVER_TXT_001721	
IDS_PROPMOVER_TXT_001722	[ギルドハウス管理人]ロア
IDS_PROPMOVER_TXT_001723	
IDS_PROPMOVER_TXT_001724	[ギルドハウス管理人]トロイ
IDS_PROPMOVER_TXT_001725	
IDS_PROPMOVER_TXT_001726	
IDS_PROPMOVER_TXT_001727	
IDS_PROPMOVER_TXT_001728	ロメロ
IDS_PROPMOVER_TXT_001729	
IDS_PROPMOVER_TXT_001730	
IDS_PROPMOVER_TXT_001731	
IDS_PROPMOVER_TXT_001732	
IDS_PROPMOVER_TXT_001733	
IDS_PROPMOVER_TXT_001734	
IDS_PROPMOVER_TXT_001735	
IDS_PROPMOVER_TXT_001736	
IDS_PROPMOVER_TXT_001737	
IDS_PROPMOVER_TXT_001738	
IDS_PROPMOVER_TXT_001739	
IDS_PROPMOVER_TXT_001740	
IDS_PROPMOVER_TXT_001741	
IDS_PROPMOVER_TXT_001742	
IDS_PROPMOVER_TXT_001743	
IDS_PROPMOVER_TXT_001744	
IDS_PROPMOVER_TXT_001745	
IDS_PROPMOVER_TXT_001746	
IDS_PROPMOVER_TXT_001747	
IDS_PROPMOVER_TXT_001748	
IDS_PROPMOVER_TXT_001749	
IDS_PROPMOVER_TXT_001750	
IDS_PROPMOVER_TXT_001751	
IDS_PROPMOVER_TXT_001752	
IDS_PROPMOVER_TXT_001753	
IDS_PROPMOVER_TXT_001754	
IDS_PROPMOVER_TXT_001755	
IDS_PROPMOVER_TXT_001756	
IDS_PROPMOVER_TXT_001757	
IDS_PROPMOVER_TXT_001758	
IDS_PROPMOVER_TXT_001759	
IDS_PROPMOVER_TXT_001760	
IDS_PROPMOVER_TXT_001761	
IDS_PROPMOVER_TXT_001762	Dr.フランケンシュタイン
IDS_PROPMOVER_TXT_001763	
IDS_PROPMOVER_TXT_001764	
IDS_PROPMOVER_TXT_001765	
IDS_PROPMOVER_TXT_001766	
IDS_PROPMOVER_TXT_001767	
IDS_PROPMOVER_TXT_001768	
IDS_PROPMOVER_TXT_001769	
IDS_PROPMOVER_TXT_001770	
IDS_PROPMOVER_TXT_001771	
IDS_PROPMOVER_TXT_001772	
IDS_PROPMOVER_TXT_001773	
IDS_PROPMOVER_TXT_001774	
IDS_PROPMOVER_TXT_001775	
IDS_PROPMOVER_TXT_001776	
IDS_PROPMOVER_TXT_001777	
IDS_PROPMOVER_TXT_001778	
IDS_PROPMOVER_TXT_001779	
IDS_PROPMOVER_TXT_001780	
IDS_PROPMOVER_TXT_001781	
IDS_PROPMOVER_TXT_001782	
IDS_PROPMOVER_TXT_001783	
IDS_PROPMOVER_TXT_001784	
IDS_PROPMOVER_TXT_001785	
IDS_PROPMOVER_TXT_001786	
IDS_PROPMOVER_TXT_001787	
IDS_PROPMOVER_TXT_001788	
IDS_PROPMOVER_TXT_001789	
IDS_PROPMOVER_TXT_001790	
IDS_PROPMOVER_TXT_001791	
IDS_PROPMOVER_TXT_001792	
IDS_PROPMOVER_TXT_001793	
IDS_PROPMOVER_TXT_001794	
IDS_PROPMOVER_TXT_001795	
IDS_PROPMOVER_TXT_001796	
IDS_PROPMOVER_TXT_001797	
IDS_PROPMOVER_TXT_001798	｢イベントNPC｣Buffファン
IDS_PROPMOVER_TXT_001799	
IDS_PROPMOVER_TXT_001800   ゾンビM	
IDS_PROPMOVER_TXT_001801	
IDS_PROPMOVER_TXT_001802   ゾンビF	
IDS_PROPMOVER_TXT_001803	
IDS_PROPMOVER_TXT_001804   リトルゾンビ	
IDS_PROPMOVER_TXT_001805	
IDS_PROPMOVER_TXT_001806   	
IDS_PROPMOVER_TXT_001807	
IDS_PROPMOVER_TXT_001808   ブルックス	
IDS_PROPMOVER_TXT_001809	
IDS_PROPMOVER_TXT_001810   伝説の語り部	
IDS_PROPMOVER_TXT_001811	
IDS_PROPMOVER_TXT_001812   [交換NPC]チャンス	
IDS_PROPMOVER_TXT_001813	
IDS_PROPMOVER_TXT_001814   ゾンビM	
IDS_PROPMOVER_TXT_001815	
IDS_PROPMOVER_TXT_001816   ゾンビF	
IDS_PROPMOVER_TXT_001817	
IDS_PROPMOVER_TXT_001818   	
IDS_PROPMOVER_TXT_001819	
IDS_PROPMOVER_TXT_001820   	
IDS_PROPMOVER_TXT_001821	
IDS_PROPMOVER_TXT_001822   	
IDS_PROPMOVER_TXT_001823	
IDS_PROPMOVER_TXT_001824   収穫祭ルイア	
IDS_PROPMOVER_TXT_001825	
IDS_PROPMOVER_TXT_001826   	さすらいのベニス
IDS_PROPMOVER_TXT_001827	
IDS_PROPMOVER_TXT_001828   	[探索隊長]ルーカス
IDS_PROPMOVER_TXT_001829	
IDS_PROPMOVER_TXT_001830   ピナノコ	
IDS_PROPMOVER_TXT_001831	
IDS_PROPMOVER_TXT_001832   	ラウンジダース
IDS_PROPMOVER_TXT_001833	
IDS_PROPMOVER_TXT_001834	バジリスク
IDS_PROPMOVER_TXT_001835	
IDS_PROPMOVER_TXT_001836	ヒートウェーブルガール
IDS_PROPMOVER_TXT_001837	
IDS_PROPMOVER_TXT_001838	飼いならされたヒートウェーブルガール
IDS_PROPMOVER_TXT_001839	
IDS_PROPMOVER_TXT_001840	ルガールマスタークマ
IDS_PROPMOVER_TXT_001841	
IDS_PROPMOVER_TXT_001842	デザートソウルリム
IDS_PROPMOVER_TXT_001843	
IDS_PROPMOVER_TXT_001844	ルガールマスターリマ
IDS_PROPMOVER_TXT_001845	
IDS_PROPMOVER_TXT_001846	飼いならされたサンドストームルガール
IDS_PROPMOVER_TXT_001847	
IDS_PROPMOVER_TXT_001848	結界の守護者エキン
IDS_PROPMOVER_TXT_001849	
IDS_PROPMOVER_TXT_001850	ベビーカルゴ
IDS_PROPMOVER_TXT_001851	
IDS_PROPMOVER_TXT_001852	結界の守護者バルト
IDS_PROPMOVER_TXT_001853	
IDS_PROPMOVER_TXT_001854	フライカルゴ
IDS_PROPMOVER_TXT_001855	
IDS_PROPMOVER_TXT_001856	ベースメントソウルクマ
IDS_PROPMOVER_TXT_001857	
IDS_PROPMOVER_TXT_001858	レッサーカルガス
IDS_PROPMOVER_TXT_001859	
IDS_PROPMOVER_TXT_001860	ベースメントソウルリマ
IDS_PROPMOVER_TXT_001861	
IDS_PROPMOVER_TXT_001862	双竜カルガス
IDS_PROPMOVER_TXT_001863	
IDS_PROPMOVER_TXT_001864	デザートソウルクム
IDS_PROPMOVER_TXT_001865	
IDS_PROPMOVER_TXT_001866	サンドストームルガール
IDS_PROPMOVER_TXT_001867	
IDS_PROPMOVER_TXT_001868  アイデルナー	
IDS_PROPMOVER_TXT_001869	
IDS_PROPMOVER_TXT_001870  ジザカ	
IDS_PROPMOVER_TXT_001871	
IDS_PROPMOVER_TXT_001872	[ノーマル]ジャイアント・ヴァン
IDS_PROPMOVER_TXT_001873	
IDS_PROPMOVER_TXT_001874	[ノーマル]ジャイアント・ワッグサック
IDS_PROPMOVER_TXT_001875	
IDS_PROPMOVER_TXT_001876	[ノーマル]ジャイアント・レッドマンティス
IDS_PROPMOVER_TXT_001877	
IDS_PROPMOVER_TXT_001878	[ノーマル]ジャイアント・ジャックザハンマー
IDS_PROPMOVER_TXT_001879	
IDS_PROPMOVER_TXT_001880	[ノーマル]ジャイアント・バクロウ
IDS_PROPMOVER_TXT_001881	
IDS_PROPMOVER_TXT_001882	[ノーマル]ジャイアント・ホボー
IDS_PROPMOVER_TXT_001883	
IDS_PROPMOVER_TXT_001884	[ノーマル]ジャイアント・ロケッペラー
IDS_PROPMOVER_TXT_001885	
IDS_PROPMOVER_TXT_001886	[ノーマル]ジャイアント・スチームウォーカー
IDS_PROPMOVER_TXT_001887	
IDS_PROPMOVER_TXT_001888	[ノーマル]ジャイアント・グルルン
IDS_PROPMOVER_TXT_001889	
IDS_PROPMOVER_TXT_001890	[エリート]ジャイアント・グリーモン
IDS_PROPMOVER_TXT_001891	
IDS_PROPMOVER_TXT_001892	[ノーマル]ジャイアント・ルイア
IDS_PROPMOVER_TXT_001893	
IDS_PROPMOVER_TXT_001894	[ノーマル]ジャイアント・ゴングリー
IDS_PROPMOVER_TXT_001895	
IDS_PROPMOVER_TXT_001896	[ノーマル]ジャイアント・ケルン
IDS_PROPMOVER_TXT_001897	
IDS_PROPMOVER_TXT_001898	[ノーマル]メテオニカ
IDS_PROPMOVER_TXT_001899	
IDS_PROPMOVER_TXT_001900	[ノーマル]サイクロプス
IDS_PROPMOVER_TXT_001901	
IDS_PROPMOVER_TXT_001902	[エリート]死の精霊オムニス
IDS_PROPMOVER_TXT_001903	
IDS_PROPMOVER_TXT_001904	[エリート]サテュロス
IDS_PROPMOVER_TXT_001905	
IDS_PROPMOVER_TXT_001906	[エリート]メテオニカ
IDS_PROPMOVER_TXT_001907	
IDS_PROPMOVER_TXT_001908	[エリート]クロックワーク
IDS_PROPMOVER_TXT_001909	
IDS_PROPMOVER_TXT_001910	[エリート]ヘルギガース
IDS_PROPMOVER_TXT_001911	
IDS_PROPMOVER_TXT_001912	[エリート]ルシファー
IDS_PROPMOVER_TXT_001913	
IDS_PROPMOVER_TXT_001914	[エリート]ライカノス
IDS_PROPMOVER_TXT_001915	
IDS_PROPMOVER_TXT_001916	[エリート]ヴァンパイア・オーバーロード
IDS_PROPMOVER_TXT_001917	
IDS_PROPMOVER_TXT_001918	[エリート]スケルトンプリンス
IDS_PROPMOVER_TXT_001919	
IDS_PROPMOVER_TXT_001920	[エリート]タートルキング
IDS_PROPMOVER_TXT_001921	
IDS_PROPMOVER_TXT_001922	[エリート]ライカンバルガ
IDS_PROPMOVER_TXT_001923	
IDS_PROPMOVER_TXT_001924	[エリート]神獣ベヒモス
IDS_PROPMOVER_TXT_001925	
IDS_PROPMOVER_TXT_001926	[エリート]バジリスク
IDS_PROPMOVER_TXT_001927	
IDS_PROPMOVER_TXT_001928	[エリート]双竜カルガス
IDS_PROPMOVER_TXT_001929	
IDS_PROPMOVER_TXT_001930	[エリート]デスロード
IDS_PROPMOVER_TXT_001931	
IDS_PROPMOVER_TXT_001932  ミニスノーウィ	
IDS_PROPMOVER_TXT_001933	
IDS_PROPMOVER_TXT_001934	[残念な]ジャイアント・ヴァン
IDS_PROPMOVER_TXT_001935	
IDS_PROPMOVER_TXT_001936	[残念な]ジャイアント・ワッグサック
IDS_PROPMOVER_TXT_001937	
IDS_PROPMOVER_TXT_001938	[残念な]ジャイアント・レッドマンティス
IDS_PROPMOVER_TXT_001939	
IDS_PROPMOVER_TXT_001940	[残念な]ジャイアント・ジャックザハンマー
IDS_PROPMOVER_TXT_001941	
IDS_PROPMOVER_TXT_001942	[残念な]ジャイアント・バクロウ
IDS_PROPMOVER_TXT_001943	
IDS_PROPMOVER_TXT_001944	[残念な]ジャイアント・ホボー
IDS_PROPMOVER_TXT_001945	
IDS_PROPMOVER_TXT_001946	[残念な]ジャイアント・ロケッペラー
IDS_PROPMOVER_TXT_001947	
IDS_PROPMOVER_TXT_001948	[残念な]ジャイアント・スチームウォーカー
IDS_PROPMOVER_TXT_001949	
IDS_PROPMOVER_TXT_001950	[残念な]ジャイアント・グルルン
IDS_PROPMOVER_TXT_001951	
IDS_PROPMOVER_TXT_001952	[残念な]ジャイアント・グリーモン
IDS_PROPMOVER_TXT_001953	
IDS_PROPMOVER_TXT_001954	[残念な]ジャイアント・ルイア
IDS_PROPMOVER_TXT_001955	
IDS_PROPMOVER_TXT_001956	[残念な]ジャイアント・ゴングリー
IDS_PROPMOVER_TXT_001957	
IDS_PROPMOVER_TXT_001958	[残念な]ジャイアント・ケルン
IDS_PROPMOVER_TXT_001959	
IDS_PROPMOVER_TXT_001960	[残念な]メテオニカ
IDS_PROPMOVER_TXT_001961	
IDS_PROPMOVER_TXT_001962	[残念な]サイクロプス
IDS_PROPMOVER_TXT_001963	
IDS_PROPMOVER_TXT_001964	[残念な]死の精霊オムニス
IDS_PROPMOVER_TXT_001965	
IDS_PROPMOVER_TXT_001966	[残念な]サテュロス
IDS_PROPMOVER_TXT_001967	
IDS_PROPMOVER_TXT_001968	[残念な]メテオニカ
IDS_PROPMOVER_TXT_001969	
IDS_PROPMOVER_TXT_001970	[残念な]クロックワーク
IDS_PROPMOVER_TXT_001971	
IDS_PROPMOVER_TXT_001972	[残念な]ヘルギガース
IDS_PROPMOVER_TXT_001973	
IDS_PROPMOVER_TXT_001974	[残念な]ルシファー
IDS_PROPMOVER_TXT_001975	
IDS_PROPMOVER_TXT_001976	[残念な]ライカノス
IDS_PROPMOVER_TXT_001977	
IDS_PROPMOVER_TXT_001978	[残念な]ヴァンパイア・オーバーロード
IDS_PROPMOVER_TXT_001979	
IDS_PROPMOVER_TXT_001980	[残念な]スケルトンプリンス
IDS_PROPMOVER_TXT_001981	
IDS_PROPMOVER_TXT_001982	[残念な]タートルキング
IDS_PROPMOVER_TXT_001983	
IDS_PROPMOVER_TXT_001984	[残念な]ライカンバルガ
IDS_PROPMOVER_TXT_001985	
IDS_PROPMOVER_TXT_001986	[残念な]神獣ベヒモス
IDS_PROPMOVER_TXT_001987	
IDS_PROPMOVER_TXT_001988	[残念な]バジリスク
IDS_PROPMOVER_TXT_001989	
IDS_PROPMOVER_TXT_001990	[残念な]双竜カルガス
IDS_PROPMOVER_TXT_001991	
IDS_PROPMOVER_TXT_001992	[残念な]デスロード
IDS_PROPMOVER_TXT_001993	
IDS_PROPMOVER_TXT_001994	カルガスの卵
IDS_PROPMOVER_TXT_001995	
IDS_PROPMOVER_TXT_001996	エキンの石像
IDS_PROPMOVER_TXT_001997	
IDS_PROPMOVER_TXT_001998	バルトの石像
IDS_PROPMOVER_TXT_001999	
IDS_PROPMOVER_TXT_002000  Burr	
IDS_PROPMOVER_TXT_002001	
IDS_PROPMOVER_TXT_002002  Saphyryan	
IDS_PROPMOVER_TXT_002003	
IDS_PROPMOVER_TXT_002004  Gray Earl	
IDS_PROPMOVER_TXT_002005	
IDS_PROPMOVER_TXT_002006  モッフィー	
IDS_PROPMOVER_TXT_002007	
IDS_PROPMOVER_TXT_002008  フェアリーローズ	
IDS_PROPMOVER_TXT_002009	
IDS_PROPMOVER_TXT_002010  トッティ	
IDS_PROPMOVER_TXT_002011	
IDS_PROPMOVER_TXT_002012	[イベント]ロケッペラー
IDS_PROPMOVER_TXT_002013	
IDS_PROPMOVER_TXT_002014	[イベント]モスビー
IDS_PROPMOVER_TXT_002015	
IDS_PROPMOVER_TXT_002016	[イベント]ポテト大王
IDS_PROPMOVER_TXT_002017	
IDS_PROPMOVER_TXT_002018	[イベント]ベビーカルゴ
IDS_PROPMOVER_TXT_002019	
IDS_PROPMOVER_TXT_002020	見守るギムガムドク
IDS_PROPMOVER_TXT_002021	
IDS_PROPMOVER_TXT_002022	[開発室の王]ギムガムドク
IDS_PROPMOVER_TXT_002023	
IDS_PROPMOVER_TXT_002024	[イベント]ポテト大王
IDS_PROPMOVER_TXT_002025	
IDS_PROPMOVER_TXT_002026  くるりんベアー	
IDS_PROPMOVER_TXT_002027	
IDS_PROPMOVER_TXT_002028  精錬精霊コビ	
IDS_PROPMOVER_TXT_002029	
IDS_PROPMOVER_TXT_002030  精錬精霊ピアス	
IDS_PROPMOVER_TXT_002031	
IDS_PROPMOVER_TXT_002032  ラブ泥棒	
IDS_PROPMOVER_TXT_002033	
IDS_PROPMOVER_TXT_002034  乙女うさぎ	
IDS_PROPMOVER_TXT_002035	
IDS_PROPMOVER_TXT_002036	パートナーの寄付
IDS_PROPMOVER_TXT_002037	
IDS_PROPMOVER_TXT_002038  ロボット悪魔	
IDS_PROPMOVER_TXT_002039	
IDS_PROPMOVER_TXT_002040  ラブリィベア	
IDS_PROPMOVER_TXT_002041	
IDS_PROPMOVER_TXT_002042	シルバーハーピー
IDS_PROPMOVER_TXT_002043	
IDS_PROPMOVER_TXT_002044	マングース
IDS_PROPMOVER_TXT_002045	
IDS_PROPMOVER_TXT_002046	ブラックマングース
IDS_PROPMOVER_TXT_002047	
IDS_PROPMOVER_TXT_002048	メスピ
IDS_PROPMOVER_TXT_002049	
IDS_PROPMOVER_TXT_002050	ホークマン
IDS_PROPMOVER_TXT_002051	
IDS_PROPMOVER_TXT_002052	レッドハーピー
IDS_PROPMOVER_TXT_002053	
IDS_PROPMOVER_TXT_002054	ブルーハーピー
IDS_PROPMOVER_TXT_002055	
IDS_PROPMOVER_TXT_002056	ヒポグリフ
IDS_PROPMOVER_TXT_002057	
IDS_PROPMOVER_TXT_002058	ラプラ
IDS_PROPMOVER_TXT_002059	
IDS_PROPMOVER_TXT_002060	フロミー
IDS_PROPMOVER_TXT_002061	
IDS_PROPMOVER_TXT_002062	オールドルート
IDS_PROPMOVER_TXT_002063	
IDS_PROPMOVER_TXT_002064	ミニムシュ
IDS_PROPMOVER_TXT_002065	
IDS_PROPMOVER_TXT_002066	レディブルーム
IDS_PROPMOVER_TXT_002067	
IDS_PROPMOVER_TXT_002068	ナイトミスト
IDS_PROPMOVER_TXT_002069	
IDS_PROPMOVER_TXT_002070	クイーンエンプティネス
IDS_PROPMOVER_TXT_002071	
IDS_PROPMOVER_TXT_002072	ハングリーシャーク
IDS_PROPMOVER_TXT_002073	
IDS_PROPMOVER_TXT_002074	マーマン
IDS_PROPMOVER_TXT_002075	
IDS_PROPMOVER_TXT_002076	マーメイド
IDS_PROPMOVER_TXT_002077	
IDS_PROPMOVER_TXT_002078	タートルキングJr.
IDS_PROPMOVER_TXT_002079	
IDS_PROPMOVER_TXT_002080	ワイルドマーマン
IDS_PROPMOVER_TXT_002081	
IDS_PROPMOVER_TXT_002082	ジニアスマーメイド
IDS_PROPMOVER_TXT_002083	
IDS_PROPMOVER_TXT_002084	セイレーン
IDS_PROPMOVER_TXT_002085	
IDS_PROPMOVER_TXT_002086	ロストクラーケン
IDS_PROPMOVER_TXT_002087	
IDS_PROPMOVER_TXT_002088	汚染されたフロミー
IDS_PROPMOVER_TXT_002089	
IDS_PROPMOVER_TXT_002090	汚染されたラプラ
IDS_PROPMOVER_TXT_002091	
IDS_PROPMOVER_TXT_002092	汚染されたオールドルート
IDS_PROPMOVER_TXT_002093	
IDS_PROPMOVER_TXT_002094	汚染されたミニムシュ
IDS_PROPMOVER_TXT_002095	
IDS_PROPMOVER_TXT_002096	汚染されたレディブルーム
IDS_PROPMOVER_TXT_002097	
IDS_PROPMOVER_TXT_002098	汚染されたナイトミスト
IDS_PROPMOVER_TXT_002099	
IDS_PROPMOVER_TXT_002100	汚染されたクイーンエンプティネス
IDS_PROPMOVER_TXT_002101	
IDS_PROPMOVER_TXT_002102	深海のハングリーシャーク
IDS_PROPMOVER_TXT_002103	
IDS_PROPMOVER_TXT_002104	深海のマーマン
IDS_PROPMOVER_TXT_002105	
IDS_PROPMOVER_TXT_002106	深海のマーメイド
IDS_PROPMOVER_TXT_002107	
IDS_PROPMOVER_TXT_002108	深海のタートルキング
IDS_PROPMOVER_TXT_002109	
IDS_PROPMOVER_TXT_002110	深海のワイルドマーマン
IDS_PROPMOVER_TXT_002111	
IDS_PROPMOVER_TXT_002112	深海のジニアスマーメイド
IDS_PROPMOVER_TXT_002113	
IDS_PROPMOVER_TXT_002114	深海のセイレーン
IDS_PROPMOVER_TXT_002115	
IDS_PROPMOVER_TXT_002116	深海のロストクラーケン
IDS_PROPMOVER_TXT_002117	
IDS_PROPMOVER_TXT_002118	老練なマングース
IDS_PROPMOVER_TXT_002119	
IDS_PROPMOVER_TXT_002120	老練なブラックマングース
IDS_PROPMOVER_TXT_002121	
IDS_PROPMOVER_TXT_002122	老練なメスピ
IDS_PROPMOVER_TXT_002123	
IDS_PROPMOVER_TXT_002124	老練なホークマン
IDS_PROPMOVER_TXT_002125	
IDS_PROPMOVER_TXT_002126	老練なレッドハーピー
IDS_PROPMOVER_TXT_002127	
IDS_PROPMOVER_TXT_002128	老練なブルーハーピー
IDS_PROPMOVER_TXT_002129	
IDS_PROPMOVER_TXT_002130	老練なヒポグリフ
IDS_PROPMOVER_TXT_002131	
IDS_PROPMOVER_TXT_002132	老練なシルバーハーピー
IDS_PROPMOVER_TXT_002133	
IDS_PROPMOVER_TXT_002134	2グプイルバンテレポーター
IDS_PROPMOVER_TXT_002135	
IDS_PROPMOVER_TXT_002136	[船長]サンプレス
IDS_PROPMOVER_TXT_002137	
IDS_PROPMOVER_TXT_002138	ラエルラ
IDS_PROPMOVER_TXT_002139	
IDS_PROPMOVER_TXT_002140	[臆病な]フロミー
IDS_PROPMOVER_TXT_002141	
IDS_PROPMOVER_TXT_002142	[謎の男]レオナン
IDS_PROPMOVER_TXT_002143	
IDS_PROPMOVER_TXT_002144	[悶着する]ネルコ
IDS_PROPMOVER_TXT_002145	
IDS_PROPMOVER_TXT_002146	[陰気な]ハエル
IDS_PROPMOVER_TXT_002147	
IDS_PROPMOVER_TXT_002148	[真実の探求]ヘンデル
IDS_PROPMOVER_TXT_002149	
IDS_PROPMOVER_TXT_002150	[呪われた]レオドス
IDS_PROPMOVER_TXT_002151	
IDS_PROPMOVER_TXT_002152	[解決]ゾロ
IDS_PROPMOVER_TXT_002153	
IDS_PROPMOVER_TXT_002154	[農夫]エルライン
IDS_PROPMOVER_TXT_002155	
IDS_PROPMOVER_TXT_002156	[知の探究者]アインヘル
IDS_PROPMOVER_TXT_002157	
IDS_PROPMOVER_TXT_002158	[掃除屋]シュリ
IDS_PROPMOVER_TXT_002159	
IDS_PROPMOVER_TXT_002160	アリーナ使者
IDS_PROPMOVER_TXT_002161	
IDS_PROPMOVER_TXT_002162	Gpotato
IDS_PROPMOVER_TXT_002163	
IDS_PROPMOVER_TXT_002164	アリーナ管理人
IDS_PROPMOVER_TXT_002165	
IDS_PROPMOVER_TXT_002166	キュートなベビーカルゴ
IDS_PROPMOVER_TXT_002167	
IDS_PROPMOVER_TXT_002168	ドゥリコ
IDS_PROPMOVER_TXT_002169	
IDS_PROPMOVER_TXT_002170	マートの鹿
IDS_PROPMOVER_TXT_002171	
IDS_PROPMOVER_TXT_002172	[市場管理人]シャイン
IDS_PROPMOVER_TXT_002173	
IDS_PROPMOVER_TXT_002174	[取引仲介人]ランファン
IDS_PROPMOVER_TXT_002175	
IDS_PROPMOVER_TXT_002176	[取引仲介人]ポニャン
IDS_PROPMOVER_TXT_002177	
IDS_PROPMOVER_TXT_002178	[取引仲介人]レオン
IDS_PROPMOVER_TXT_002179	
IDS_PROPMOVER_TXT_002180	[取引仲介人]タムタム
IDS_PROPMOVER_TXT_002181	
IDS_PROPMOVER_TXT_002182	[取引仲介人]ランゴ
IDS_PROPMOVER_TXT_002183	
IDS_PROPMOVER_TXT_002184	[取引仲介人]トト
IDS_PROPMOVER_TXT_002185	
IDS_PROPMOVER_TXT_002186	[パーラインオペレーター】セブランス
IDS_PROPMOVER_TXT_002187	
IDS_PROPMOVER_TXT_002188	[パーラインオペレーター]ドンジョバンニ
IDS_PROPMOVER_TXT_002189	
IDS_PROPMOVER_TXT_002190	[パーラインオペレーター]わからない回した
IDS_PROPMOVER_TXT_002191	
IDS_PROPMOVER_TXT_002192	[パーラインオペレーター】切りコバ
IDS_PROPMOVER_TXT_002193	
IDS_PROPMOVER_TXT_002194	[パーラインオペレーター]モニジョバ
IDS_PROPMOVER_TXT_002195	
IDS_PROPMOVER_TXT_002196	[パーラインオペレーター]ギブマネー
IDS_PROPMOVER_TXT_002197	
IDS_PROPMOVER_TXT_002198 	グリーンカメレオン
IDS_PROPMOVER_TXT_002199	
IDS_PROPMOVER_TXT_002200 	ブルーカメレオン
IDS_PROPMOVER_TXT_002201	
IDS_PROPMOVER_TXT_002202 	イエローカメレオン
IDS_PROPMOVER_TXT_002203	
IDS_PROPMOVER_TXT_002204 	レッドカメレオン
IDS_PROPMOVER_TXT_002205	
IDS_PROPMOVER_TXT_002206	[浴衣職人]ティファ
IDS_PROPMOVER_TXT_002207	
IDS_PROPMOVER_TXT_002208	いたずらギフトボックス
IDS_PROPMOVER_TXT_002209	
IDS_PROPMOVER_TXT_002210	[管理人]シャロン
IDS_PROPMOVER_TXT_002211	
IDS_PROPMOVER_TXT_002212	奇妙なコレクション
IDS_PROPMOVER_TXT_002213	
IDS_PROPMOVER_TXT_002214	ドゥリアン
IDS_PROPMOVER_TXT_002215	
IDS_PROPMOVER_TXT_002216	タートルパンチャー
IDS_PROPMOVER_TXT_002217	
IDS_PROPMOVER_TXT_002218	レビットファイター
IDS_PROPMOVER_TXT_002219	
IDS_PROPMOVER_TXT_002220	レビットソード
IDS_PROPMOVER_TXT_002221	
IDS_PROPMOVER_TXT_002222	レビットスピア
IDS_PROPMOVER_TXT_002223	
IDS_PROPMOVER_TXT_002224	レビットアサシン
IDS_PROPMOVER_TXT_002225	
IDS_PROPMOVER_TXT_002226	レビットアックス
IDS_PROPMOVER_TXT_002227	
IDS_PROPMOVER_TXT_002228	ナイトメアキング
IDS_PROPMOVER_TXT_002229	
IDS_PROPMOVER_TXT_002230	レッドイール
IDS_PROPMOVER_TXT_002231	
IDS_PROPMOVER_TXT_002232 	ミュミュ
IDS_PROPMOVER_TXT_002233	
IDS_PROPMOVER_TXT_002234	ティティ
IDS_PROPMOVER_TXT_002235	
IDS_PROPMOVER_TXT_002236	[ゴールドキャッシュトレーダー]タールン
IDS_PROPMOVER_TXT_002237
IDS_PROPMOVER_TXT_002238        [ゴールドキャッシュトレーダー]ターロン
IDS_PROPMOVER_TXT_002239
IDS_PROPMOVER_TXT_002240	ちび猫
IDS_PROPMOVER_TXT_002241	
IDS_PROPMOVER_TXT_002242	ちび犬
IDS_PROPMOVER_TXT_002243	
IDS_PROPMOVER_TXT_002244	ちび兎
IDS_PROPMOVER_TXT_002245	
