IDS_PROPITEM_TXT_000000	一般
IDS_PROPITEM_TXT_015442	僵屍獵人 箱子
IDS_PROPITEM_TXT_015443	
IDS_PROPITEM_TXT_015444	迅速的龍王面具
IDS_PROPITEM_TXT_015445	
IDS_PROPITEM_TXT_015446	全能的龍王面具
IDS_PROPITEM_TXT_015447	
IDS_PROPITEM_TXT_015448	破壞的龍王面具禮盒
IDS_PROPITEM_TXT_015449	
IDS_PROPITEM_TXT_015450	迅速的龍王面具禮盒
IDS_PROPITEM_TXT_015451	
IDS_PROPITEM_TXT_015452	全能的龍王面具禮盒
IDS_PROPITEM_TXT_015453	
IDS_PROPITEM_TXT_015454	FWC 預賽第 1名紀念披風
IDS_PROPITEM_TXT_015455	
IDS_PROPITEM_TXT_015456	賽德克套裝(男)
IDS_PROPITEM_TXT_015457	象徵賽德克男性驍勇善戰的套裝
IDS_PROPITEM_TXT_015458	賽德克套裝(女)
IDS_PROPITEM_TXT_015459	象徵賽德克女性刻苦堅毅的套裝
IDS_PROPITEM_TXT_015460	歡迎回鍋老玩家禮盒(印尼)
IDS_PROPITEM_TXT_015461	
IDS_PROPITEM_TXT_015462	魔法研磨石
IDS_PROPITEM_TXT_015463	在雙手武器合成失敗時，會保護武器避免遭到破壞的魔法石頭
IDS_PROPITEM_TXT_015464	
IDS_PROPITEM_TXT_015465	初級降級咒文書(60)
IDS_PROPITEM_TXT_015466	
IDS_PROPITEM_TXT_015467	初級降級咒文書(75)
IDS_PROPITEM_TXT_015468	
IDS_PROPITEM_TXT_015469	初級降級咒文書(80)
IDS_PROPITEM_TXT_015470	
IDS_PROPITEM_TXT_015471	初級降級咒文書(90)
IDS_PROPITEM_TXT_015472	
IDS_PROPITEM_TXT_015473	初級降級咒文書(105)
IDS_PROPITEM_TXT_015474	
IDS_PROPITEM_TXT_015475	初級降級咒文書(120)
IDS_PROPITEM_TXT_015476	
IDS_PROPITEM_TXT_015477	高級降級咒文書(60)
IDS_PROPITEM_TXT_015478	
IDS_PROPITEM_TXT_015479	高級降級咒文書(75)
IDS_PROPITEM_TXT_015480	
IDS_PROPITEM_TXT_015481	高級降級咒文書(80)
IDS_PROPITEM_TXT_015482	
IDS_PROPITEM_TXT_015483	高級降級咒文書(90)
IDS_PROPITEM_TXT_015484	
IDS_PROPITEM_TXT_015485	高級降級咒文書(105)
IDS_PROPITEM_TXT_015486	
IDS_PROPITEM_TXT_015487	高級降級咒文書(120)
IDS_PROPITEM_TXT_015488	
IDS_PROPITEM_TXT_015489	高級降級咒文書(130)
IDS_PROPITEM_TXT_015490	
IDS_PROPITEM_TXT_015491	情與義寶箱
IDS_PROPITEM_TXT_015492	
IDS_PROPITEM_TXT_015493	等級衝衝衝寶箱(Lv60)
IDS_PROPITEM_TXT_015494	
IDS_PROPITEM_TXT_015495	等級衝衝衝寶箱(Lv70)
IDS_PROPITEM_TXT_015496	
IDS_PROPITEM_TXT_015497	等級衝衝衝寶箱(Lv80)
IDS_PROPITEM_TXT_015498	
IDS_PROPITEM_TXT_015499	等級衝衝衝寶箱(Lv90)
IDS_PROPITEM_TXT_015500	
IDS_PROPITEM_TXT_015501	等級衝衝衝寶箱(Lv100)
IDS_PROPITEM_TXT_015502	
IDS_PROPITEM_TXT_015503	等級衝衝衝寶箱(Lv110)
IDS_PROPITEM_TXT_015504	
IDS_PROPITEM_TXT_015505	等級衝衝衝寶箱(Lv120)
IDS_PROPITEM_TXT_015506	
IDS_PROPITEM_TXT_015507	ES 增爆卷R(1天)
IDS_PROPITEM_TXT_015508	使用之後，1天的獲得經驗值可增加100%。
IDS_PROPITEM_TXT_015509	ES 增爆卷Q(1天)
IDS_PROPITEM_TXT_015510	使用之後，1天的獲得經驗值可增加200%。
IDS_PROPITEM_TXT_015511	活力多X
IDS_PROPITEM_TXT_015512	FP 100% 恢復&維持狀態，無法交易
IDS_PROPITEM_TXT_015513	無敵終極魔力多
IDS_PROPITEM_TXT_015514	MP 100% 恢復&維持狀態，無法交易
IDS_PROPITEM_TXT_015515	阿拉丁皇室果醬
IDS_PROPITEM_TXT_015516	可以將體力儲存在阿拉丁魔法壺的專用藥水。
IDS_PROPITEM_TXT_015517	阿拉丁巧克力
IDS_PROPITEM_TXT_015518	可以將體力儲存在阿拉丁魔法壺的專用藥水。
IDS_PROPITEM_TXT_015519	空的寶箱
IDS_PROPITEM_TXT_015520	聖誕老人喜歡的寶箱
IDS_PROPITEM_TXT_015521	聖誕禮物寶箱
IDS_PROPITEM_TXT_015522	放有寵物、食物、套裝的2011聖誕禮物寶箱
IDS_PROPITEM_TXT_015523	外觀復原咒文書
IDS_PROPITEM_TXT_015524	
IDS_PROPITEM_TXT_015525	阿拉丁魔法壺 (1天)
IDS_PROPITEM_TXT_015526	可以儲存體力使用的魔法壺，透過快捷鍵Ｔ鍵就可以叫出阿拉丁魔法壺視窗。
IDS_PROPITEM_TXT_015527	阿拉丁魔法壺 (15天)
IDS_PROPITEM_TXT_015528	可以儲存體力使用的魔法壺，透過快捷鍵Ｔ鍵就可以叫出阿拉丁魔法壺視窗。
IDS_PROPITEM_TXT_015529	阿拉丁魔法壺 (30天)
IDS_PROPITEM_TXT_015530	可以儲存體力使用的魔法壺，透過快捷鍵Ｔ鍵就可以叫出阿拉丁魔法壺視窗。
IDS_PROPITEM_TXT_015531	看起來神祕的戒指
IDS_PROPITEM_TXT_015532	越是閃亮，就能獲得交換越好的禮物
IDS_PROPITEM_TXT_015533	麋鹿角戒
IDS_PROPITEM_TXT_015534	
IDS_PROPITEM_TXT_015535	麋鹿項鍊
IDS_PROPITEM_TXT_015536	
IDS_PROPITEM_TXT_015537	麋鹿耳環
IDS_PROPITEM_TXT_015538	
IDS_PROPITEM_TXT_015539	麋鹿飾品套組箱
IDS_PROPITEM_TXT_015540	
IDS_PROPITEM_TXT_015541	煤炭碎片
IDS_PROPITEM_TXT_015542	
IDS_PROPITEM_TXT_015543	愛心的煤炭
IDS_PROPITEM_TXT_015544	
IDS_PROPITEM_TXT_015545	秋之禮盒
IDS_PROPITEM_TXT_015546	裝有特別道具和流行終結者太陽眼鏡的禮物盒
IDS_PROPITEM_TXT_015547	聖誕老公公的第二個禮物盒
IDS_PROPITEM_TXT_015548	裝有經驗加成卷軸和麋鹿飾品套組箱的禮物盒
IDS_PROPITEM_TXT_015549	歸屬解除卷軸寶箱
IDS_PROPITEM_TXT_015550	
IDS_PROPITEM_TXT_015551	卡爾卡斯頭盔(男)
IDS_PROPITEM_TXT_015552	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015553	卡爾卡斯頭盔(女)
IDS_PROPITEM_TXT_015554	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015555	貝西摩斯頭盔(男)
IDS_PROPITEM_TXT_015556	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015557	貝西摩斯頭盔(女)
IDS_PROPITEM_TXT_015558	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015559	吸血鬼假髮(男)
IDS_PROPITEM_TXT_015560	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015561	吸血鬼假髮(女)
IDS_PROPITEM_TXT_015562	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015563	拉肯頭盔(男)
IDS_PROPITEM_TXT_015564	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015565	拉肯頭盔(女)
IDS_PROPITEM_TXT_015566	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015567	安塔尼斯頭盔(男)
IDS_PROPITEM_TXT_015568	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015569	安塔尼斯頭盔(女)
IDS_PROPITEM_TXT_015570	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015571	魁肯頭盔(男)
IDS_PROPITEM_TXT_015572	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015573	魁肯頭盔(女)
IDS_PROPITEM_TXT_015574	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015575	神鷹妮斯頭盔(男)
IDS_PROPITEM_TXT_015576	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015577	神鷹妮斯頭盔(女)
IDS_PROPITEM_TXT_015578	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015579	畢福 面具(男)
IDS_PROPITEM_TXT_015580	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015581	畢福 面具(女)
IDS_PROPITEM_TXT_015582	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015583	史卡爾頓魔王面具(男)
IDS_PROPITEM_TXT_015584	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015585	史卡爾頓魔王面具(女)
IDS_PROPITEM_TXT_015586	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015587	時空毀滅者面具(男)
IDS_PROPITEM_TXT_015588	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015589	時空毀滅者面具(女)
IDS_PROPITEM_TXT_015590	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015591	馬鈴薯面具(男)
IDS_PROPITEM_TXT_015592	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015593	馬鈴薯面具(女)
IDS_PROPITEM_TXT_015594	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015595	巴西力斯克面具(男)
IDS_PROPITEM_TXT_015596	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015597	巴西力斯克面具(女)
IDS_PROPITEM_TXT_015598	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015599	史卡爾頓將軍面具(男)
IDS_PROPITEM_TXT_015600	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015601	史卡爾頓將軍面具(女)
IDS_PROPITEM_TXT_015602	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015603	海龜王的背殼
IDS_PROPITEM_TXT_015604	透過造型設計NPC 可以試著改變外型。
IDS_PROPITEM_TXT_015605	狂野大飆客寶箱
IDS_PROPITEM_TXT_015606	
IDS_PROPITEM_TXT_015607	Artifact Fragment - Nosferatu
IDS_PROPITEM_TXT_015608	20秒間損血100
IDS_PROPITEM_TXT_015609	Artifact Fragment - Sufference
IDS_PROPITEM_TXT_015610	20秒間防禦力3500
IDS_PROPITEM_TXT_015611	Artifact Fragment - Vanguard
IDS_PROPITEM_TXT_015612	20秒間近距及遠距阻擋率提升90%
IDS_PROPITEM_TXT_015613	Artifact Fragment - Vindication
IDS_PROPITEM_TXT_015614	20秒間PvP傷害吸收75
IDS_PROPITEM_TXT_015615	Artifact Fragment - Luminescense
IDS_PROPITEM_TXT_015616	10秒間傷害反射200%
IDS_PROPITEM_TXT_015617	Artifact Fragment - Mistral
IDS_PROPITEM_TXT_015618	10秒間移動速度200%
IDS_PROPITEM_TXT_015619	Artifact Fragment - Decimation
IDS_PROPITEM_TXT_015620	15秒間以5%機率遠距攻擊未達BOSS級怪物
IDS_PROPITEM_TXT_015621	Artifact Fragment - Malevolence
IDS_PROPITEM_TXT_015622	15秒間爆擊追加傷害200%
IDS_PROPITEM_TXT_015623	Artifact Fragment - Vigilence
IDS_PROPITEM_TXT_015624	10秒加追加攻擊力200%
IDS_PROPITEM_TXT_015625	Artifact Fragment - Belligerence
IDS_PROPITEM_TXT_015626	10秒間PvP傷害提升50%
IDS_PROPITEM_TXT_015627	Artifact Fragment - Clarity
IDS_PROPITEM_TXT_015628	15秒間施展時間減少200%
IDS_PROPITEM_TXT_015629	[Purple] Artifact Fragment - Brawn
IDS_PROPITEM_TXT_015630	10秒間STR 300
IDS_PROPITEM_TXT_015631	[Purple] Artifact Fragment - Expertise
IDS_PROPITEM_TXT_015632	10秒間DEX 300
IDS_PROPITEM_TXT_015633	[Purple] Artifact Fragment - Preception
IDS_PROPITEM_TXT_015634	10秒間INT 300
IDS_PROPITEM_TXT_015635	Bronze Fortune Token
IDS_PROPITEM_TXT_015636	
IDS_PROPITEM_TXT_015637	Silver Fortune Token
IDS_PROPITEM_TXT_015638	
IDS_PROPITEM_TXT_015639	Gold Fortune Token
IDS_PROPITEM_TXT_015640	
IDS_PROPITEM_TXT_015641	Mithril Fortune Token
IDS_PROPITEM_TXT_015642	
IDS_PROPITEM_TXT_015643	Platinum Fortune Token
IDS_PROPITEM_TXT_015644	
IDS_PROPITEM_TXT_015645	2011 FWC 卡片
IDS_PROPITEM_TXT_015646	
IDS_PROPITEM_TXT_015647	2011卡片
IDS_PROPITEM_TXT_015648	
IDS_PROPITEM_TXT_015649	勝利的榮譽心
IDS_PROPITEM_TXT_015650	
IDS_PROPITEM_TXT_015651	守護的金教練
IDS_PROPITEM_TXT_015652	
IDS_PROPITEM_TXT_015653	//包裝未使用道具的阿拉丁魔法壺(7日)
IDS_PROPITEM_TXT_015654	必須使用解除包裝用的剪刀才能解開包裝。
IDS_PROPITEM_TXT_015655	//包裝未使用道具的阿拉丁魔法壺(15日)
IDS_PROPITEM_TXT_015656	必須使用解除包裝用的剪刀才能解開包裝。
IDS_PROPITEM_TXT_015657	//包裝未使用道具的阿拉丁魔法壺 (30日)
IDS_PROPITEM_TXT_015658	必須使用解除包裝用的剪刀才能解開包裝。
IDS_PROPITEM_TXT_015659	破壞的龍王服裝(男)
IDS_PROPITEM_TXT_015660	
IDS_PROPITEM_TXT_015661	破壞的龍王手套(男)
IDS_PROPITEM_TXT_015662	
IDS_PROPITEM_TXT_015663	破壞的龍王靴子(男)
IDS_PROPITEM_TXT_015664	
IDS_PROPITEM_TXT_015665	破壞的龍王王冠(男)
IDS_PROPITEM_TXT_015666	
IDS_PROPITEM_TXT_015667	破壞的龍王服裝(女)
IDS_PROPITEM_TXT_015668	
IDS_PROPITEM_TXT_015669	破壞的龍王手套(女)
IDS_PROPITEM_TXT_015670	
IDS_PROPITEM_TXT_015671	破壞的龍王靴子(女)
IDS_PROPITEM_TXT_015672	
IDS_PROPITEM_TXT_015673	破壞的龍王王冠(女)
IDS_PROPITEM_TXT_015674	
IDS_PROPITEM_TXT_015675	迅速的龍王服裝(男)
IDS_PROPITEM_TXT_015676	
IDS_PROPITEM_TXT_015677	迅速的龍王手套(男)
IDS_PROPITEM_TXT_015678	
IDS_PROPITEM_TXT_015679	迅速的龍王靴子(男)
IDS_PROPITEM_TXT_015680	
IDS_PROPITEM_TXT_015681	迅速的龍王王冠(男)
IDS_PROPITEM_TXT_015682	
IDS_PROPITEM_TXT_015683	迅速的龍王服裝(女)
IDS_PROPITEM_TXT_015684	
IDS_PROPITEM_TXT_015685	迅速的龍王手套(女)
IDS_PROPITEM_TXT_015686	
IDS_PROPITEM_TXT_015687	迅速的龍王靴子(女)
IDS_PROPITEM_TXT_015688	
IDS_PROPITEM_TXT_015689	迅速的龍王王冠(女)
IDS_PROPITEM_TXT_015690	
IDS_PROPITEM_TXT_015691	全能的龍王服裝(男)
IDS_PROPITEM_TXT_015692	
IDS_PROPITEM_TXT_015693	全能的龍王手套(男)
IDS_PROPITEM_TXT_015694	
IDS_PROPITEM_TXT_015695	全能的龍王靴子(男)
IDS_PROPITEM_TXT_015696	
IDS_PROPITEM_TXT_015697	全能的龍王王冠(男)
IDS_PROPITEM_TXT_015698	
IDS_PROPITEM_TXT_015699	全能的龍王服裝(女)
IDS_PROPITEM_TXT_015700	
IDS_PROPITEM_TXT_015701	全能的龍王手套(女)
IDS_PROPITEM_TXT_015702	
IDS_PROPITEM_TXT_015703	全能的龍王靴子(女)
IDS_PROPITEM_TXT_015704	
IDS_PROPITEM_TXT_015705	全能的龍王王冠(女)
IDS_PROPITEM_TXT_015706	
IDS_PROPITEM_TXT_015707	破壞的龍王服裝套裝寶箱(男)
IDS_PROPITEM_TXT_015708	
IDS_PROPITEM_TXT_015709	迅速的龍王服裝套裝寶箱(男)
IDS_PROPITEM_TXT_015710	
IDS_PROPITEM_TXT_015711	全能的龍王服裝套裝寶箱(男)
IDS_PROPITEM_TXT_015712	
IDS_PROPITEM_TXT_015713	破壞的龍王服裝套裝寶箱(女)
IDS_PROPITEM_TXT_015714	
IDS_PROPITEM_TXT_015715	迅速的龍王服裝套裝寶箱(女)
IDS_PROPITEM_TXT_015716	
IDS_PROPITEM_TXT_015717	全能的龍王服裝套裝寶箱(女)
IDS_PROPITEM_TXT_015718	
IDS_PROPITEM_TXT_015719	破壞的龍王服裝寶箱(男)
IDS_PROPITEM_TXT_015720	
IDS_PROPITEM_TXT_015721	破壞的龍王手套寶箱(男)
IDS_PROPITEM_TXT_015722	
IDS_PROPITEM_TXT_015723	破壞的龍王靴子寶箱(男)
IDS_PROPITEM_TXT_015724	
IDS_PROPITEM_TXT_015725	破壞的龍王王冠寶箱(男)
IDS_PROPITEM_TXT_015726	
IDS_PROPITEM_TXT_015727	破壞的龍王服裝寶箱(女)
IDS_PROPITEM_TXT_015728	
IDS_PROPITEM_TXT_015729	破壞的龍王手套寶箱(女)
IDS_PROPITEM_TXT_015730	
IDS_PROPITEM_TXT_015731	破壞的龍王靴子寶箱(女)
IDS_PROPITEM_TXT_015732	
IDS_PROPITEM_TXT_015733	破壞的龍王王冠寶箱(女)
IDS_PROPITEM_TXT_015734	
IDS_PROPITEM_TXT_015735	迅速的龍王服裝寶箱(男)
IDS_PROPITEM_TXT_015736	
IDS_PROPITEM_TXT_015737	迅速的龍王手套寶箱(男)
IDS_PROPITEM_TXT_015738	
IDS_PROPITEM_TXT_015739	迅速的龍王靴子寶箱(男)
IDS_PROPITEM_TXT_015740	
IDS_PROPITEM_TXT_015741	迅速的龍王王冠寶箱(男)
IDS_PROPITEM_TXT_015742	
IDS_PROPITEM_TXT_015743	迅速的龍王服裝寶箱(女)
IDS_PROPITEM_TXT_015744	
IDS_PROPITEM_TXT_015745	迅速的龍王手套寶箱(女)
IDS_PROPITEM_TXT_015746	
IDS_PROPITEM_TXT_015747	迅速的龍王靴子寶箱(女)
IDS_PROPITEM_TXT_015748	
IDS_PROPITEM_TXT_015749	迅速的龍王王冠寶箱(女)
IDS_PROPITEM_TXT_015750	
IDS_PROPITEM_TXT_015751	全能的龍王服裝寶箱(男)
IDS_PROPITEM_TXT_015752	
IDS_PROPITEM_TXT_015753	全能的龍王手套寶箱(男)
IDS_PROPITEM_TXT_015754	
IDS_PROPITEM_TXT_015755	全能的龍王靴子寶箱(男)
IDS_PROPITEM_TXT_015756	
IDS_PROPITEM_TXT_015757	全能的龍王王冠寶箱(男)
IDS_PROPITEM_TXT_015758	
IDS_PROPITEM_TXT_015759	全能的龍王服裝寶箱(女)
IDS_PROPITEM_TXT_015760	
IDS_PROPITEM_TXT_015761	全能的龍王手套寶箱(女)
IDS_PROPITEM_TXT_015762	
IDS_PROPITEM_TXT_015763	全能的龍王靴子寶箱(女)
IDS_PROPITEM_TXT_015764	
IDS_PROPITEM_TXT_015765	全能的龍王王冠寶箱(女)
IDS_PROPITEM_TXT_015766	
IDS_PROPITEM_TXT_015767	破壞的龍王面具(男)
IDS_PROPITEM_TXT_015768	
IDS_PROPITEM_TXT_015769	迅速的龍王面具(男)
IDS_PROPITEM_TXT_015770	
IDS_PROPITEM_TXT_015771	全能的龍王面具(男)
IDS_PROPITEM_TXT_015772	
IDS_PROPITEM_TXT_015773	破壞的龍王面具(女)
IDS_PROPITEM_TXT_015774	
IDS_PROPITEM_TXT_015775	迅速的龍王面具(女)
IDS_PROPITEM_TXT_015776	
IDS_PROPITEM_TXT_015777	全能的龍王面具(女)
IDS_PROPITEM_TXT_015778	
IDS_PROPITEM_TXT_015779	破壞的龍王披風(男)
IDS_PROPITEM_TXT_015780	
IDS_PROPITEM_TXT_015781	迅速的龍王披風(男)
IDS_PROPITEM_TXT_015782	
IDS_PROPITEM_TXT_015783	全能的龍王披風(男)
IDS_PROPITEM_TXT_015784	
IDS_PROPITEM_TXT_015785	破壞的龍王披風(女)
IDS_PROPITEM_TXT_015786	
IDS_PROPITEM_TXT_015787	迅速的龍王披風(女)
IDS_PROPITEM_TXT_015788	
IDS_PROPITEM_TXT_015789	全能的龍王披風(女)
IDS_PROPITEM_TXT_015790	
IDS_PROPITEM_TXT_015791	破壞的龍王面具寶箱(男)
IDS_PROPITEM_TXT_015792	
IDS_PROPITEM_TXT_015793	迅速的龍王面具寶箱(男)
IDS_PROPITEM_TXT_015794	
IDS_PROPITEM_TXT_015795	全能的龍王面具寶箱(男)
IDS_PROPITEM_TXT_015796	
IDS_PROPITEM_TXT_015797	破壞的龍王面具寶箱(女)
IDS_PROPITEM_TXT_015798	
IDS_PROPITEM_TXT_015799	迅速的龍王面具寶箱(女)
IDS_PROPITEM_TXT_015800	
IDS_PROPITEM_TXT_015801	全能的龍王面具寶箱(女)
IDS_PROPITEM_TXT_015802	
IDS_PROPITEM_TXT_015803	破壞的龍王披風寶箱(男)
IDS_PROPITEM_TXT_015804	
IDS_PROPITEM_TXT_015805	迅速的龍王披風寶箱(男)
IDS_PROPITEM_TXT_015806	
IDS_PROPITEM_TXT_015807	全能的龍王披風寶箱(男)
IDS_PROPITEM_TXT_015808	
IDS_PROPITEM_TXT_015809	破壞的龍王披風寶箱(女)
IDS_PROPITEM_TXT_015810	
IDS_PROPITEM_TXT_015811	迅速的龍王披風寶箱(女)
IDS_PROPITEM_TXT_015812	
IDS_PROPITEM_TXT_015813	全能的龍王披風寶箱(女)
IDS_PROPITEM_TXT_015814	
IDS_PROPITEM_TXT_015815	測試道具1
IDS_PROPITEM_TXT_015816	
IDS_PROPITEM_TXT_015817	測試道具2
IDS_PROPITEM_TXT_015818	
IDS_PROPITEM_TXT_015819	測試道具3
IDS_PROPITEM_TXT_015820	
IDS_PROPITEM_TXT_015821	測試道具4
IDS_PROPITEM_TXT_015822	
IDS_PROPITEM_TXT_015823	測試道具5
IDS_PROPITEM_TXT_015824	
IDS_PROPITEM_TXT_015825	幸運拉肯頭盔禮盒(男)
IDS_PROPITEM_TXT_015826	裝著頭部(帽子)外觀變更專用道具的禮盒
IDS_PROPITEM_TXT_015827	幸運拉肯頭盔禮盒(女)
IDS_PROPITEM_TXT_015828	裝著頭部(帽子)外觀變更專用道具的禮盒
IDS_PROPITEM_TXT_015829	幸運的史卡爾頓魔王面具禮盒(男)
IDS_PROPITEM_TXT_015830	裝著頭部(帽子)外觀變更專用道具的禮盒
IDS_PROPITEM_TXT_015831	幸運的史卡爾頓魔王面具禮盒(女)
IDS_PROPITEM_TXT_015832	裝著頭部(帽子)外觀變更專用道具的禮盒
IDS_PROPITEM_TXT_015833	幸運的時空毀滅者面具禮盒(男)
IDS_PROPITEM_TXT_015834	裝著頭部(帽子)外觀變更專用道具的禮盒
IDS_PROPITEM_TXT_015835	幸運的時空毀滅者面具禮盒(女)
IDS_PROPITEM_TXT_015836	裝著頭部(帽子)外觀變更專用道具的禮盒
IDS_PROPITEM_TXT_015837	充滿生命的阿拉丁禮物 (1天)
IDS_PROPITEM_TXT_015838	裝著阿拉丁魔法壺 (1天)和阿拉丁剪刀的禮盒
IDS_PROPITEM_TXT_015839	充滿生命的阿拉丁禮物 (7天)
IDS_PROPITEM_TXT_015840	裝著阿拉丁魔法壺 (7天)和阿拉丁剪刀的禮盒
IDS_PROPITEM_TXT_015841	充滿生命的阿拉丁禮物 (15天)
IDS_PROPITEM_TXT_015842	裝著阿拉丁魔法壺 (15天)和阿拉丁剪刀的禮盒
IDS_PROPITEM_TXT_015843	充滿生命的阿拉丁禮物 (30天)
IDS_PROPITEM_TXT_015844	裝著阿拉丁魔法壺 (30天)和阿拉丁剪刀的禮盒
IDS_PROPITEM_TXT_015845	龍王披風寶箱
IDS_PROPITEM_TXT_015846	
IDS_PROPITEM_TXT_015847	龍王面具寶箱(男)
IDS_PROPITEM_TXT_015848	
IDS_PROPITEM_TXT_015849	龍王面具寶箱(女)
IDS_PROPITEM_TXT_015850	
IDS_PROPITEM_TXT_015851	黑暗的拉樂泰西亞入場券(7天)
IDS_PROPITEM_TXT_015852	可進入黑暗的拉樂泰西亞7天時間制入場券。不管是否進入黑暗的拉樂泰西亞地區，時間都會流逝。等級129~150的怪物們棲息在此地。
IDS_PROPITEM_TXT_015853	黑金紋和風妖怪衣(男)
IDS_PROPITEM_TXT_015854	
IDS_PROPITEM_TXT_015855	黑金紋和風妖怪手套(男)
IDS_PROPITEM_TXT_015856	
IDS_PROPITEM_TXT_015857	黑金紋和風妖怪鞋(男)
IDS_PROPITEM_TXT_015858	
IDS_PROPITEM_TXT_015859	黑金紋和風妖怪帽(男)
IDS_PROPITEM_TXT_015860	
IDS_PROPITEM_TXT_015861	黑金紋和風妖怪衣(女)
IDS_PROPITEM_TXT_015862	
IDS_PROPITEM_TXT_015863	黑金紋和風妖怪手套(女)
IDS_PROPITEM_TXT_015864	
IDS_PROPITEM_TXT_015865	黑金紋和風妖怪鞋(女)
IDS_PROPITEM_TXT_015866	
IDS_PROPITEM_TXT_015867	黑金紋和風妖怪帽(女)
IDS_PROPITEM_TXT_015868	
IDS_PROPITEM_TXT_015869	愛的勝利寶箱
IDS_PROPITEM_TXT_015870	
IDS_PROPITEM_TXT_015871	愛的落敗寶箱
IDS_PROPITEM_TXT_015872	
IDS_PROPITEM_TXT_015873	活動用粉紅色氣球
IDS_PROPITEM_TXT_015874	會使其上升攻擊力50的漂亮氣球
IDS_PROPITEM_TXT_015875	活動用藍色氣球
IDS_PROPITEM_TXT_015876	會使其上升防禦力100的漂亮氣球
IDS_PROPITEM_TXT_015877	活動用黃色氣球
IDS_PROPITEM_TXT_015878	會使其上升HP150的漂亮氣球
IDS_PROPITEM_TXT_015879	幸福銀幣禮盒(10)
IDS_PROPITEM_TXT_015880	裝有活動用晶石及活動用月長石的禮盒
IDS_PROPITEM_TXT_015881	幸福銀幣禮盒(100)
IDS_PROPITEM_TXT_015882	裝有暴增劇團經驗值的卷軸(7日)、暴增劇團技能的卷軸(7日)、無敵大聲公(15日)的禮盒
IDS_PROPITEM_TXT_015883	幸福銀幣禮盒(300)
IDS_PROPITEM_TXT_015884	裝有阿雷娜入場券(7天) 、劇團範圍無限卷(15日)的禮盒
IDS_PROPITEM_TXT_015885	幸福銀幣禮盒(500)
IDS_PROPITEM_TXT_015886	裝有拉樂泰西亞入場券(7天) 、劇團範圍無限卷(15日)的禮盒
IDS_PROPITEM_TXT_015887	憤怒藥水
IDS_PROPITEM_TXT_015888	1小時內爆擊追加傷害增加15%。
IDS_PROPITEM_TXT_015889	強化的憤怒藥水
IDS_PROPITEM_TXT_015890	1小時內爆擊追加傷害增加30%。
IDS_PROPITEM_TXT_015891	風精靈的憤怒
IDS_PROPITEM_TXT_015892	1分鐘內讓地屬性怪物所受到的傷害值增加100%。
IDS_PROPITEM_TXT_015893	火精靈的憤怒
IDS_PROPITEM_TXT_015894	1分鐘內讓風屬性怪物所受到的傷害值增加100%。
IDS_PROPITEM_TXT_015895	水精靈的憤怒
IDS_PROPITEM_TXT_015896	1分鐘內讓火屬性怪物所受到的傷害值增加100%。
IDS_PROPITEM_TXT_015897	雷精靈的憤怒
IDS_PROPITEM_TXT_015898	1分鐘內讓水屬性怪物所受到的傷害值增加100%。
IDS_PROPITEM_TXT_015899	地精靈的憤怒
IDS_PROPITEM_TXT_015900	1分鐘內讓雷屬性怪物所受到的傷害值增加100%。
IDS_PROPITEM_TXT_015901	龍王手套寶箱(男)
IDS_PROPITEM_TXT_015902	
IDS_PROPITEM_TXT_015903	龍王手套寶箱(女)
IDS_PROPITEM_TXT_015904	
IDS_PROPITEM_TXT_015905	龍王靴子寶箱(男)
IDS_PROPITEM_TXT_015906	
IDS_PROPITEM_TXT_015907	龍王靴子寶箱(女)
