IDS_PROPMOVER_TXT_000000	По умолчанию
IDS_PROPMOVER_TXT_001761	
IDS_PROPMOVER_TXT_001762	Доктор Фрэнк
IDS_PROPMOVER_TXT_001763	
IDS_PROPMOVER_TXT_001764	
IDS_PROPMOVER_TXT_001765	
IDS_PROPMOVER_TXT_001766	
IDS_PROPMOVER_TXT_001767	
IDS_PROPMOVER_TXT_001768	
IDS_PROPMOVER_TXT_001769	
IDS_PROPMOVER_TXT_001770	
IDS_PROPMOVER_TXT_001771	
IDS_PROPMOVER_TXT_001772	
IDS_PROPMOVER_TXT_001773	
IDS_PROPMOVER_TXT_001774	
IDS_PROPMOVER_TXT_001775	
IDS_PROPMOVER_TXT_001776	
IDS_PROPMOVER_TXT_001777	
IDS_PROPMOVER_TXT_001778	
IDS_PROPMOVER_TXT_001779	
IDS_PROPMOVER_TXT_001780	
IDS_PROPMOVER_TXT_001781	
IDS_PROPMOVER_TXT_001782	
IDS_PROPMOVER_TXT_001783	
IDS_PROPMOVER_TXT_001784	
IDS_PROPMOVER_TXT_001785	
IDS_PROPMOVER_TXT_001786	
IDS_PROPMOVER_TXT_001787	
IDS_PROPMOVER_TXT_001788	
IDS_PROPMOVER_TXT_001789	
IDS_PROPMOVER_TXT_001790	
IDS_PROPMOVER_TXT_001791	
IDS_PROPMOVER_TXT_001792	
IDS_PROPMOVER_TXT_001793	
IDS_PROPMOVER_TXT_001794	
IDS_PROPMOVER_TXT_001795	
IDS_PROPMOVER_TXT_001796	
IDS_PROPMOVER_TXT_001797	
IDS_PROPMOVER_TXT_001798   Красный пингвид-иллюзионист
IDS_PROPMOVER_TXT_001799
IDS_PROPMOVER_TXT_001800   Труп толстячка
IDS_PROPMOVER_TXT_001801
IDS_PROPMOVER_TXT_001802   Труп подружки невесты
IDS_PROPMOVER_TXT_001803
IDS_PROPMOVER_TXT_001804   Крошка-зомби
IDS_PROPMOVER_TXT_001805	
IDS_PROPMOVER_TXT_001806   	
IDS_PROPMOVER_TXT_001807	
IDS_PROPMOVER_TXT_001808   Эш
IDS_PROPMOVER_TXT_001809
IDS_PROPMOVER_TXT_001810   ATMA
IDS_PROPMOVER_TXT_001811	
IDS_PROPMOVER_TXT_001812	[Event Umtausch] Bibbido
IDS_PROPMOVER_TXT_001813	
IDS_PROPMOVER_TXT_001814   Восставший мертвец
IDS_PROPMOVER_TXT_001815
IDS_PROPMOVER_TXT_001816   Восставшая покойница
IDS_PROPMOVER_TXT_001817	
IDS_PROPMOVER_TXT_001818	
IDS_PROPMOVER_TXT_001819	
IDS_PROPMOVER_TXT_001820	
IDS_PROPMOVER_TXT_001821	
IDS_PROPMOVER_TXT_001822	
IDS_PROPMOVER_TXT_001823	
IDS_PROPMOVER_TXT_001824 	Thanksgiving Luia
IDS_PROPMOVER_TXT_001825	
IDS_PROPMOVER_TXT_001826  	Лутьеро
IDS_PROPMOVER_TXT_001827	
IDS_PROPMOVER_TXT_001828	Путешественник Селкирк
IDS_PROPMOVER_TXT_001829	
IDS_PROPMOVER_TXT_001830	Китти
IDS_PROPMOVER_TXT_001831	
IDS_PROPMOVER_TXT_001832	Пикси Боб
IDS_PROPMOVER_TXT_001833	
IDS_PROPMOVER_TXT_001834	Пальмолиск
IDS_PROPMOVER_TXT_001835	
IDS_PROPMOVER_TXT_001836	Дюнозавр
IDS_PROPMOVER_TXT_001837	
IDS_PROPMOVER_TXT_001838	Ручной дюнозавр
IDS_PROPMOVER_TXT_001839	
IDS_PROPMOVER_TXT_001840	Фантом
IDS_PROPMOVER_TXT_001841	
IDS_PROPMOVER_TXT_001842	Блуждающий мираж
IDS_PROPMOVER_TXT_001843	
IDS_PROPMOVER_TXT_001844	Фата Моргана
IDS_PROPMOVER_TXT_001845	
IDS_PROPMOVER_TXT_001846	Ручной царапод
IDS_PROPMOVER_TXT_001847	
IDS_PROPMOVER_TXT_001848	Таврос
IDS_PROPMOVER_TXT_001849	
IDS_PROPMOVER_TXT_001850	Птенец террордактиля
IDS_PROPMOVER_TXT_001851	
IDS_PROPMOVER_TXT_001852	Химерион
IDS_PROPMOVER_TXT_001853	
IDS_PROPMOVER_TXT_001854	Террордактиль
IDS_PROPMOVER_TXT_001855	
IDS_PROPMOVER_TXT_001856	Полумертвие
IDS_PROPMOVER_TXT_001857	
IDS_PROPMOVER_TXT_001858	Игуанодог
IDS_PROPMOVER_TXT_001859	
IDS_PROPMOVER_TXT_001860	Темная фата
IDS_PROPMOVER_TXT_001861	
IDS_PROPMOVER_TXT_001862	Балмунгар
IDS_PROPMOVER_TXT_001863	
IDS_PROPMOVER_TXT_001864	Блуждающий мираж
IDS_PROPMOVER_TXT_001865	
IDS_PROPMOVER_TXT_001866	Царапод
IDS_PROPMOVER_TXT_001867	
IDS_PROPMOVER_TXT_001868	Кора
IDS_PROPMOVER_TXT_001869	
IDS_PROPMOVER_TXT_001870	Неприкаянная тень
IDS_PROPMOVER_TXT_001871	
IDS_PROPMOVER_TXT_001872	Грозный Гром
IDS_PROPMOVER_TXT_001873	
IDS_PROPMOVER_TXT_001874	Грозный злопух
IDS_PROPMOVER_TXT_001875	
IDS_PROPMOVER_TXT_001876	Грозный богомол
IDS_PROPMOVER_TXT_001877	
IDS_PROPMOVER_TXT_001878	Грозный Кувалда Джек
IDS_PROPMOVER_TXT_001879	
IDS_PROPMOVER_TXT_001880	Грозный тавродемон
IDS_PROPMOVER_TXT_001881	
IDS_PROPMOVER_TXT_001882	Грозный однорукий бандит
IDS_PROPMOVER_TXT_001883	
IDS_PROPMOVER_TXT_001884	Грозный пропеллац
IDS_PROPMOVER_TXT_001885	
IDS_PROPMOVER_TXT_001886	Грозный паробот
IDS_PROPMOVER_TXT_001887	
IDS_PROPMOVER_TXT_001888	Грозный Гр-р
IDS_PROPMOVER_TXT_001889	
IDS_PROPMOVER_TXT_001890	Грозный Илий
IDS_PROPMOVER_TXT_001891	
IDS_PROPMOVER_TXT_001892	Грозный лавлин
IDS_PROPMOVER_TXT_001893	
IDS_PROPMOVER_TXT_001894	Грозный армадон
IDS_PROPMOVER_TXT_001895	
IDS_PROPMOVER_TXT_001896	Грозный вогробушек
IDS_PROPMOVER_TXT_001897	
IDS_PROPMOVER_TXT_001898	Грозный метеоракон
IDS_PROPMOVER_TXT_001899	
IDS_PROPMOVER_TXT_001900	Грозный оскалибур
IDS_PROPMOVER_TXT_001901	
IDS_PROPMOVER_TXT_001902	Грозная беспокойница
IDS_PROPMOVER_TXT_001903	
IDS_PROPMOVER_TXT_001904	Грозный енот
IDS_PROPMOVER_TXT_001905	
IDS_PROPMOVER_TXT_001906	Громадный метеоракон
IDS_PROPMOVER_TXT_001907	
IDS_PROPMOVER_TXT_001908	Грозный Часонизм
IDS_PROPMOVER_TXT_001909	
IDS_PROPMOVER_TXT_001910	Грозный Шер'вала
IDS_PROPMOVER_TXT_001911	
IDS_PROPMOVER_TXT_001912	Грозный Асмодан
IDS_PROPMOVER_TXT_001913	
IDS_PROPMOVER_TXT_001914	Грозный гау-вау
IDS_PROPMOVER_TXT_001915	
IDS_PROPMOVER_TXT_001916	Грозный Вампуцли
IDS_PROPMOVER_TXT_001917	
IDS_PROPMOVER_TXT_001918	Грозный Наазгул
IDS_PROPMOVER_TXT_001919	
IDS_PROPMOVER_TXT_001920	Грозный Шреддер
IDS_PROPMOVER_TXT_001921	
IDS_PROPMOVER_TXT_001922	Грозный Бубон
IDS_PROPMOVER_TXT_001923	
IDS_PROPMOVER_TXT_001924	Грозный Левеофан
IDS_PROPMOVER_TXT_001925	
IDS_PROPMOVER_TXT_001926	Грозный пальмолиск
IDS_PROPMOVER_TXT_001927	
IDS_PROPMOVER_TXT_001928	Грозный балмунгар
IDS_PROPMOVER_TXT_001929	
IDS_PROPMOVER_TXT_001930	Грозный Покоцаль
IDS_PROPMOVER_TXT_001931	
IDS_PROPMOVER_TXT_001932        Веселый снеговичок
IDS_PROPMOVER_TXT_001933
IDS_PROPMOVER_TXT_001934	Гром-дуболом
IDS_PROPMOVER_TXT_001935	
IDS_PROPMOVER_TXT_001936	Посиневший злопух
IDS_PROPMOVER_TXT_001937	
IDS_PROPMOVER_TXT_001938	Колченогий богомол
IDS_PROPMOVER_TXT_001939	
IDS_PROPMOVER_TXT_001940	Дряхлый Джек
IDS_PROPMOVER_TXT_001941	
IDS_PROPMOVER_TXT_001942	Горбатый тавродемон
IDS_PROPMOVER_TXT_001943	
IDS_PROPMOVER_TXT_001944	Дряхлый однорукий бандит
IDS_PROPMOVER_TXT_001945	
IDS_PROPMOVER_TXT_001946	Ожиревший пропеллац
IDS_PROPMOVER_TXT_001947	
IDS_PROPMOVER_TXT_001948	Бестолковый паробот
IDS_PROPMOVER_TXT_001949	
IDS_PROPMOVER_TXT_001950	Трусливый Гр-р
IDS_PROPMOVER_TXT_001951	
IDS_PROPMOVER_TXT_001952	Подтаявший илий
IDS_PROPMOVER_TXT_001953	
IDS_PROPMOVER_TXT_001954	Общипанный лавлин
IDS_PROPMOVER_TXT_001955	
IDS_PROPMOVER_TXT_001956	Ржавый армадон
IDS_PROPMOVER_TXT_001957	
IDS_PROPMOVER_TXT_001958	Хромой вогробушек
IDS_PROPMOVER_TXT_001959	
IDS_PROPMOVER_TXT_001960	Подбитый метеоракон
IDS_PROPMOVER_TXT_001961	
IDS_PROPMOVER_TXT_001962	Беззубый оскалибур
IDS_PROPMOVER_TXT_001963	
IDS_PROPMOVER_TXT_001964	Хлипкая беспокойница
IDS_PROPMOVER_TXT_001965	
IDS_PROPMOVER_TXT_001966	Боязливый енот
IDS_PROPMOVER_TXT_001967	
IDS_PROPMOVER_TXT_001968	Слепой метеоракон
IDS_PROPMOVER_TXT_001969	
IDS_PROPMOVER_TXT_001970	Ржавый Часонизм
IDS_PROPMOVER_TXT_001971	
IDS_PROPMOVER_TXT_001972	Облезлый Шер'вала
IDS_PROPMOVER_TXT_001973	
IDS_PROPMOVER_TXT_001974	Плешивый Асмодан
IDS_PROPMOVER_TXT_001975	
IDS_PROPMOVER_TXT_001976	Шелудивый гау-вау
IDS_PROPMOVER_TXT_001977	
IDS_PROPMOVER_TXT_001978	Сонный Вампуцли
IDS_PROPMOVER_TXT_001979	
IDS_PROPMOVER_TXT_001980	Потрепанный Наазгул
IDS_PROPMOVER_TXT_001981	
IDS_PROPMOVER_TXT_001982	Беззубый Шреддер
IDS_PROPMOVER_TXT_001983	
IDS_PROPMOVER_TXT_001984	Чумной Бубон
IDS_PROPMOVER_TXT_001985	
IDS_PROPMOVER_TXT_001986	Ленивый Левеофан
IDS_PROPMOVER_TXT_001987	
IDS_PROPMOVER_TXT_001988	Кроткий пальмолиск
IDS_PROPMOVER_TXT_001989	
IDS_PROPMOVER_TXT_001990	Застрявший балмунгар
IDS_PROPMOVER_TXT_001991	
IDS_PROPMOVER_TXT_001992	Отощавший Покоцаль
IDS_PROPMOVER_TXT_001993	
IDS_PROPMOVER_TXT_001994	Яйцо балмунгара
IDS_PROPMOVER_TXT_001995	
IDS_PROPMOVER_TXT_001996	Изваяние Тавроса
IDS_PROPMOVER_TXT_001997	
IDS_PROPMOVER_TXT_001998	Изваяние Химериона
IDS_PROPMOVER_TXT_001999
IDS_PROPMOVER_TXT_002000  	Лемуррик
IDS_PROPMOVER_TXT_002001
IDS_PROPMOVER_TXT_002002  	Сапфирион
IDS_PROPMOVER_TXT_002003
IDS_PROPMOVER_TXT_002004  	Сэр Файв о'Клок
IDS_PROPMOVER_TXT_002005
IDS_PROPMOVER_TXT_002006  	Зубастик
IDS_PROPMOVER_TXT_002007
IDS_PROPMOVER_TXT_002008  	Крошка-Гринч
IDS_PROPMOVER_TXT_002009
IDS_PROPMOVER_TXT_002010  	Крошка-Рудольф
IDS_PROPMOVER_TXT_002011	
IDS_PROPMOVER_TXT_002012	Event Rockefeller
IDS_PROPMOVER_TXT_002013	
IDS_PROPMOVER_TXT_002014	Event Mosbee
IDS_PROPMOVER_TXT_002015	
IDS_PROPMOVER_TXT_002016 	 Огородный Ужосс
IDS_PROPMOVER_TXT_002017	
IDS_PROPMOVER_TXT_002018  	Крошка-террордактиль
IDS_PROPMOVER_TXT_002019	
IDS_PROPMOVER_TXT_002020	Генеральный продюсер Яркой Страны
IDS_PROPMOVER_TXT_002021	
IDS_PROPMOVER_TXT_002022	Творец Мадригала
IDS_PROPMOVER_TXT_002023	
IDS_PROPMOVER_TXT_002024	Огородный Ужосс
IDS_PROPMOVER_TXT_002025	
IDS_PROPMOVER_TXT_002026  	Медвежонок
IDS_PROPMOVER_TXT_002027
IDS_PROPMOVER_TXT_002028  	Мини-реактор Коби
IDS_PROPMOVER_TXT_002029	
IDS_PROPMOVER_TXT_002030  	Мини-реактор Пирс
IDS_PROPMOVER_TXT_002031	
IDS_PROPMOVER_TXT_002032  	Похититель сердец
IDS_PROPMOVER_TXT_002033	
IDS_PROPMOVER_TXT_002034  	Пушистый кролик
IDS_PROPMOVER_TXT_002035	
IDS_PROPMOVER_TXT_002036  	Донна
IDS_PROPMOVER_TXT_002037
IDS_PROPMOVER_TXT_002038  	Механический чертик
IDS_PROPMOVER_TXT_002039	

IDS_PROPMOVER_TXT_002042 	Пава
IDS_PROPMOVER_TXT_002043	
IDS_PROPMOVER_TXT_002044 	Хомяучок
IDS_PROPMOVER_TXT_002045	
IDS_PROPMOVER_TXT_002046 	Хомячерт
IDS_PROPMOVER_TXT_002047	
IDS_PROPMOVER_TXT_002048 	Горлан
IDS_PROPMOVER_TXT_002049	
IDS_PROPMOVER_TXT_002050 	Птица Жрух
IDS_PROPMOVER_TXT_002051	
IDS_PROPMOVER_TXT_002052 	Общипанная гарпия
IDS_PROPMOVER_TXT_002053	
IDS_PROPMOVER_TXT_002054 	Синюшная гарпия
IDS_PROPMOVER_TXT_002055	
IDS_PROPMOVER_TXT_002056 	Орлошадь
IDS_PROPMOVER_TXT_002057
IDS_PROPMOVER_TXT_002058	Сморчок
IDS_PROPMOVER_TXT_002059	
IDS_PROPMOVER_TXT_002060	Хромашка
IDS_PROPMOVER_TXT_002061	
IDS_PROPMOVER_TXT_002062	Батат
IDS_PROPMOVER_TXT_002063	
IDS_PROPMOVER_TXT_002064	Поганка
IDS_PROPMOVER_TXT_002065	
IDS_PROPMOVER_TXT_002066	Белладонна
IDS_PROPMOVER_TXT_002067	
IDS_PROPMOVER_TXT_002068	Хихимора
IDS_PROPMOVER_TXT_002069	
IDS_PROPMOVER_TXT_002070	Леди Гадива
IDS_PROPMOVER_TXT_002071	
IDS_PROPMOVER_TXT_002072	Акула
IDS_PROPMOVER_TXT_002073	
IDS_PROPMOVER_TXT_002074	Жмурлок
IDS_PROPMOVER_TXT_002075	
IDS_PROPMOVER_TXT_002076	Русалка
IDS_PROPMOVER_TXT_002077	
IDS_PROPMOVER_TXT_002078	Рифовая черепаха
IDS_PROPMOVER_TXT_002079	
IDS_PROPMOVER_TXT_002080	Страж Мракена
IDS_PROPMOVER_TXT_002081	
IDS_PROPMOVER_TXT_002082	Сирена
IDS_PROPMOVER_TXT_002083	
IDS_PROPMOVER_TXT_002084	Леди Арфелия
IDS_PROPMOVER_TXT_002085	
IDS_PROPMOVER_TXT_002086	Лорд Мракен
IDS_PROPMOVER_TXT_002087	
IDS_PROPMOVER_TXT_002088	Воинственная хромашка
IDS_PROPMOVER_TXT_002089	
IDS_PROPMOVER_TXT_002090	Воинственный сморчок
IDS_PROPMOVER_TXT_002091	
IDS_PROPMOVER_TXT_002092	Воинственный батат
IDS_PROPMOVER_TXT_002093	
IDS_PROPMOVER_TXT_002094	Воинственная поганка
IDS_PROPMOVER_TXT_002095	
IDS_PROPMOVER_TXT_002096	Воинственная белладонна
IDS_PROPMOVER_TXT_002097	
IDS_PROPMOVER_TXT_002098	Воинственная хихимора
IDS_PROPMOVER_TXT_002099	
IDS_PROPMOVER_TXT_002100	Воинственная леди Гадива
IDS_PROPMOVER_TXT_002101	
IDS_PROPMOVER_TXT_002102	Кошмарианская акула
IDS_PROPMOVER_TXT_002103	
IDS_PROPMOVER_TXT_002104	Кошмарианский жмурлок
IDS_PROPMOVER_TXT_002105	
IDS_PROPMOVER_TXT_002106	Кошмарианская русалка
IDS_PROPMOVER_TXT_002107	
IDS_PROPMOVER_TXT_002108	Кошмарианская рифовая черепаха
IDS_PROPMOVER_TXT_002109	
IDS_PROPMOVER_TXT_002110	Кошмарианский страж Мракена
IDS_PROPMOVER_TXT_002111	
IDS_PROPMOVER_TXT_002112	Кошмарианская сирена
IDS_PROPMOVER_TXT_002113	
IDS_PROPMOVER_TXT_002114	Кошмарианская леди Арфелия
IDS_PROPMOVER_TXT_002115	
IDS_PROPMOVER_TXT_002116	Кошмарианский Лорд Мракен
IDS_PROPMOVER_TXT_002117	
IDS_PROPMOVER_TXT_002118	Проклятучий хомяучок
IDS_PROPMOVER_TXT_002119	
IDS_PROPMOVER_TXT_002120	Проклятучий хомячерт
IDS_PROPMOVER_TXT_002121	
IDS_PROPMOVER_TXT_002122	Проклятучий горлан
IDS_PROPMOVER_TXT_002123	
IDS_PROPMOVER_TXT_002124	Проклятучая птица Жрух
IDS_PROPMOVER_TXT_002125	
IDS_PROPMOVER_TXT_002126	Проклятучая общипанная гарпия
IDS_PROPMOVER_TXT_002127	
IDS_PROPMOVER_TXT_002128	Проклятучая синюшная гарпия
IDS_PROPMOVER_TXT_002129	
IDS_PROPMOVER_TXT_002130	Проклятучая орлошадь
IDS_PROPMOVER_TXT_002131	
IDS_PROPMOVER_TXT_002132	Проклятучая пава
IDS_PROPMOVER_TXT_002133	

IDS_PROPMOVER_TXT_002134	Черепашка-ниндзя
IDS_PROPMOVER_TXT_002135	
IDS_PROPMOVER_TXT_002136	Протомантесума-атлет
IDS_PROPMOVER_TXT_002137	
IDS_PROPMOVER_TXT_002138	Протомантесума-фехтовальщик
IDS_PROPMOVER_TXT_002139	
IDS_PROPMOVER_TXT_002140	Протомантесума-гладиатор
IDS_PROPMOVER_TXT_002141	
IDS_PROPMOVER_TXT_002142	Протомантесума-дуэлянт
IDS_PROPMOVER_TXT_002143	
IDS_PROPMOVER_TXT_002144	Протомантесума-командор
IDS_PROPMOVER_TXT_002145	
IDS_PROPMOVER_TXT_002146	Тихий Ужосс
IDS_PROPMOVER_TXT_002147

IDS_PROPMOVER_TXT_003000	Скромный омар
IDS_PROPMOVER_TXT_003001		
IDS_PROPMOVER_TXT_003002	Омар
IDS_PROPMOVER_TXT_003003	
IDS_PROPMOVER_TXT_003004	Наглый омар
IDS_PROPMOVER_TXT_003005	
IDS_PROPMOVER_TXT_003006	Скромный осьминог
IDS_PROPMOVER_TXT_003007	
IDS_PROPMOVER_TXT_003008	Осьминог
IDS_PROPMOVER_TXT_003009	
IDS_PROPMOVER_TXT_003010	Наглый осьминог
IDS_PROPMOVER_TXT_003011	
IDS_PROPMOVER_TXT_003012	Скромный Крабус
IDS_PROPMOVER_TXT_003013	
IDS_PROPMOVER_TXT_003014	Крабус
IDS_PROPMOVER_TXT_003015	
IDS_PROPMOVER_TXT_003016	Наглый крабус
IDS_PROPMOVER_TXT_003017	
IDS_PROPMOVER_TXT_003018	Скромный клеофан
IDS_PROPMOVER_TXT_003019	
IDS_PROPMOVER_TXT_003020	Клеофан
IDS_PROPMOVER_TXT_003021	
IDS_PROPMOVER_TXT_003022	Наглый клеофан
IDS_PROPMOVER_TXT_003023	
IDS_PROPMOVER_TXT_003024	Скромный навозник
IDS_PROPMOVER_TXT_003025	
IDS_PROPMOVER_TXT_003026	Навозник
IDS_PROPMOVER_TXT_003027	
IDS_PROPMOVER_TXT_003028	Наглый навозник
IDS_PROPMOVER_TXT_003029	
IDS_PROPMOVER_TXT_003030	Скромный гребешок
IDS_PROPMOVER_TXT_003031	
IDS_PROPMOVER_TXT_003032	Гребешок
IDS_PROPMOVER_TXT_003033	
IDS_PROPMOVER_TXT_003034	Наглый гребешок
IDS_PROPMOVER_TXT_003035	
IDS_PROPMOVER_TXT_003036	Скромная симба
IDS_PROPMOVER_TXT_003037	
IDS_PROPMOVER_TXT_003038	Симба
IDS_PROPMOVER_TXT_003039	
IDS_PROPMOVER_TXT_003040	Наглая симба
IDS_PROPMOVER_TXT_003041	
IDS_PROPMOVER_TXT_003042	Скромная акулка
IDS_PROPMOVER_TXT_003043	
IDS_PROPMOVER_TXT_003044	Акулка
IDS_PROPMOVER_TXT_003045	
IDS_PROPMOVER_TXT_003046	Наглая акулка
IDS_PROPMOVER_TXT_003047	
IDS_PROPMOVER_TXT_003048	Скромный дезертир
IDS_PROPMOVER_TXT_003049	
IDS_PROPMOVER_TXT_003050	Дезертир
IDS_PROPMOVER_TXT_003051	
IDS_PROPMOVER_TXT_003052	Наглый дезертир
IDS_PROPMOVER_TXT_003053	
IDS_PROPMOVER_TXT_003054	Розовый банни
IDS_PROPMOVER_TXT_003055	
IDS_PROPMOVER_TXT_003056	Имбапаха
IDS_PROPMOVER_TXT_003057
IDS_PROPMOVER_TXT_003058	Рокки
IDS_PROPMOVER_TXT_003059	
IDS_PROPMOVER_TXT_003060	Усерпок
IDS_PROPMOVER_TXT_003061	
IDS_PROPMOVER_TXT_003062	Руби-толкай
IDS_PROPMOVER_TXT_003063	
IDS_PROPMOVER_TXT_003064	Угралгра
IDS_PROPMOVER_TXT_003065	
IDS_PROPMOVER_TXT_003066	Лик Нергала
IDS_PROPMOVER_TXT_003067	
IDS_PROPMOVER_TXT_003068	Лик Нергала
IDS_PROPMOVER_TXT_003069	
IDS_PROPMOVER_TXT_002200	Бурдоплюй
IDS_PROPMOVER_TXT_002201
IDS_PROPMOVER_TXT_002202	Эликорн
IDS_PROPMOVER_TXT_002203
IDS_PROPMOVER_TXT_002204	Ами
IDS_PROPMOVER_TXT_002205
IDS_PROPMOVER_TXT_002206	Цисс
IDS_PROPMOVER_TXT_002207
IDS_PROPMOVER_TXT_002208	Нюся
IDS_PROPMOVER_TXT_002209
IDS_PROPMOVER_TXT_002210	Шуширь
IDS_PROPMOVER_TXT_002211
IDS_PROPMOVER_TXT_002212	Техх
IDS_PROPMOVER_TXT_002213
IDS_PROPMOVER_TXT_002214	Орбб
IDS_PROPMOVER_TXT_002215
IDS_PROPMOVER_TXT_002216        Морро
IDS_PROPMOVER_TXT_002217
IDS_PROPMOVER_TXT_002218        Ханок
IDS_PROPMOVER_TXT_002219
IDS_PROPMOVER_TXT_002220        Библ
IDS_PROPMOVER_TXT_002221
IDS_PROPMOVER_TXT_002222        Муха
IDS_PROPMOVER_TXT_002223

IDS_PROPMOVER_TXT_062236	Горячая штучка
IDS_PROPMOVER_TXT_062237
IDS_PROPMOVER_TXT_062238	Лавовый ящер
IDS_PROPMOVER_TXT_062239
IDS_PROPMOVER_TXT_062240	Старший Орбб
IDS_PROPMOVER_TXT_062241
IDS_PROPMOVER_TXT_062244	Длиннорук
IDS_PROPMOVER_TXT_062245
IDS_PROPMOVER_TXT_062246	Золотая кобра
IDS_PROPMOVER_TXT_062247
IDS_PROPMOVER_TXT_062248	Аццкий воин
IDS_PROPMOVER_TXT_062249
IDS_PROPMOVER_TXT_062250	Аццкий песик
IDS_PROPMOVER_TXT_062251
IDS_PROPMOVER_TXT_062252	Аццкая леди
IDS_PROPMOVER_TXT_062253
IDS_PROPMOVER_TXT_062254	Королевский краб
IDS_PROPMOVER_TXT_062255
IDS_PROPMOVER_TXT_062256	Крокодил Данди
IDS_PROPMOVER_TXT_062257
IDS_PROPMOVER_TXT_062258	Салатовая жабенца
IDS_PROPMOVER_TXT_062259
IDS_PROPMOVER_TXT_062260	Морской осьминог
IDS_PROPMOVER_TXT_062261
IDS_PROPMOVER_TXT_062262	Арктический мишка
IDS_PROPMOVER_TXT_062263
IDS_PROPMOVER_TXT_062264	Громовая скала
IDS_PROPMOVER_TXT_062265
IDS_PROPMOVER_TXT_062266	Древний мамонт
IDS_PROPMOVER_TXT_062267
IDS_PROPMOVER_TXT_062268	Кундун
IDS_PROPMOVER_TXT_062269
IDS_PROPMOVER_TXT_062270	Кундунчик
IDS_PROPMOVER_TXT_062271

// xmas2014
IDS_PROPMOVER_TXT_062272	Вражжу
IDS_PROPMOVER_TXT_062273
// arena pear r13
IDS_PROPMOVER_TXT_062274	Груша
IDS_PROPMOVER_TXT_062275
// guild dungeon r15
IDS_PROPMOVER_TXT_062276	Акката
IDS_PROPMOVER_TXT_062277
IDS_PROPMOVER_TXT_062278	Тран
IDS_PROPMOVER_TXT_062279
IDS_PROPMOVER_TXT_062280	Тр
IDS_PROPMOVER_TXT_062281
IDS_PROPMOVER_TXT_062282	Нанда
IDS_PROPMOVER_TXT_062283
IDS_PROPMOVER_TXT_062284	Грайв
IDS_PROPMOVER_TXT_062285
IDS_PROPMOVER_TXT_062286	Наставник Транов
IDS_PROPMOVER_TXT_062287
IDS_PROPMOVER_TXT_062288	Наставница Нанд
IDS_PROPMOVER_TXT_062289

// r16
IDS_PROPMOVER_TXT_062290	Зорн
IDS_PROPMOVER_TXT_062291
IDS_PROPMOVER_TXT_062292	Гаракон
IDS_PROPMOVER_TXT_062293
IDS_PROPMOVER_TXT_062294	Гаракон
IDS_PROPMOVER_TXT_062295

// r17
IDS_PROPMOVER_TXT_062296	Бонти
IDS_PROPMOVER_TXT_062297

IDS_PROPMOVER_TXT_062298	Тамаски
IDS_PROPMOVER_TXT_062299
IDS_PROPMOVER_TXT_062300	Фиеста
IDS_PROPMOVER_TXT_062301
IDS_PROPMOVER_TXT_062302	Джошуа
IDS_PROPMOVER_TXT_062303
IDS_PROPMOVER_TXT_062304	Лео
IDS_PROPMOVER_TXT_062305
IDS_PROPMOVER_TXT_062306	Атос
IDS_PROPMOVER_TXT_062307
IDS_PROPMOVER_TXT_062308	Хер знает
IDS_PROPMOVER_TXT_062309

IDS_PROPMOVER_TXT_062310	Тыквоголовый
IDS_PROPMOVER_TXT_062311

IDS_PROPMOVER_TXT_062312	Мертвец
IDS_PROPMOVER_TXT_062313
IDS_PROPMOVER_TXT_062314	Покойница
IDS_PROPMOVER_TXT_062315
IDS_PROPMOVER_TXT_062316	Толстый зомбак
IDS_PROPMOVER_TXT_062317
IDS_PROPMOVER_TXT_062318	Мертвая танцовщица
IDS_PROPMOVER_TXT_062319

IDS_PROPMOVER_TXT_062320	Жирафёнок
IDS_PROPMOVER_TXT_062321
IDS_PROPMOVER_TXT_062322	Хаски
IDS_PROPMOVER_TXT_062323

IDS_PROPMOVER_TXT_062324	Дойч
IDS_PROPMOVER_TXT_062325
IDS_PROPMOVER_TXT_062326	Настоящий мужчина
IDS_PROPMOVER_TXT_062327

IDS_PROPMOVER_TXT_062328	Ведьма
IDS_PROPMOVER_TXT_062329

IDS_PROPMOVER_TXT_062330	Пухлокот
IDS_PROPMOVER_TXT_062331

IDS_PROPMOVER_TXT_062332	Огнетотель
IDS_PROPMOVER_TXT_062333
IDS_PROPMOVER_TXT_062334	Яша
IDS_PROPMOVER_TXT_062335
IDS_PROPMOVER_TXT_062336	Болик
IDS_PROPMOVER_TXT_062337
IDS_PROPMOVER_TXT_062338	Огнетотель
IDS_PROPMOVER_TXT_062339
IDS_PROPMOVER_TXT_062340	Миша
IDS_PROPMOVER_TXT_062341
